,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
298,Batang Kali,6.79,2021-08-29,20.71,0.92,0.18,0.33,0.04,12.1,0.02,1.0,2.62,0.5,8,,,,,,,,,,,,
299,Batang Kali,6.79,2021-08-30,7.91,0.17,0.22,0.11,0.01,8.68,0.02,0.97,2.66,0.49,8,,,,,,,,,,,,
300,Batang Kali,6.8,2021-08-31,41.85,4.08,0.24,0.18,0.03,12.83,0.02,1.01,2.69,0.51,8,,,,,,,,,,,,
301,Rantau Panjang New,6.35,2021-08-01,44.92,105.83,0.89,0.19,0.26,,,,3.98,0.5,8,,10.77,18.4,0.0,,,,,,,,
302,Rantau Panjang New,6.33,2021-08-02,30.29,75.04,0.95,0.16,0.27,,,,4.08,0.53,8,,11.06,18.04,0.0,,,,,,,,
303,Rantau Panjang New,6.32,2021-08-03,35.17,79.92,0.92,0.2,0.24,,,,4.03,0.52,8,,10.92,17.13,0.0,,,,,,,,
304,Rantau Panjang New,6.28,2021-08-04,141.0,245.5,1.18,0.23,0.24,,,,3.9,0.52,8,,10.9,23.82,0.0,,,,,,,,
305,Rantau Panjang New,6.3,2021-08-05,48.78,111.74,1.01,0.23,0.24,,,,4.07,0.53,8,,11.02,19.29,0.0,,,,,,,,
306,Rantau Panjang New,6.32,2021-08-06,37.04,84.67,0.95,0.23,0.29,,,,4.06,0.52,8,,10.99,17.08,0.0,,,,,,,,
307,Rantau Panjang New,6.32,2021-08-07,31.29,69.46,0.93,0.21,0.23,,,,3.98,0.52,8,,10.77,15.87,0.0,,,,,,,,
308,Rantau Panjang New,6.34,2021-08-08,54.83,114.13,1.05,0.26,0.23,,,,4.02,0.52,8,,10.88,16.83,0.0,,,,,,,,
309,Rantau Panjang New,6.26,2021-08-09,137.75,261.17,1.18,0.22,0.24,,,,4.03,0.53,8,,10.9,22.5,0.0,,,,,,,,
310,Rantau Panjang New,6.24,2021-08-10,137.46,249.5,1.27,0.3,0.31,,,,4.01,0.53,8,,10.86,23.3,0.0,,,,,,,,
311,Rantau Panjang New,6.1,2021-08-11,365.58,693.46,1.92,0.41,0.4,,,,3.99,0.52,8,,10.79,30.45,0.0,,,,,,,,
312,Rantau Panjang New,6.24,2021-08-12,101.83,194.67,1.13,0.31,0.23,,,,3.99,0.52,8,,10.78,22.87,0.0,,,,,,,,
313,Rantau Panjang New,6.3,2021-08-13,48.79,94.92,1.2,0.24,0.19,,,,4.01,0.52,8,,10.86,19.2,0.0,,,,,,,,
314,Rantau Panjang New,6.29,2021-08-14,111.33,148.63,1.09,0.21,0.25,,,,3.91,0.52,8,,10.92,21.86,0.0,,,,,,,,
315,Rantau Panjang New,6.33,2021-08-15,82.79,155.0,1.22,0.27,0.26,,,,4.05,0.53,8,,10.95,21.67,0.0,,,,,,,,
316,Rantau Panjang New,6.3,2021-08-16,187.92,272.17,1.29,0.28,0.45,,,,4.02,0.52,8,,10.89,23.08,0.0,,,,,,,,
317,Rantau Panjang New,6.23,2021-08-17,281.75,403.83,1.47,0.39,0.48,,,,3.99,0.52,8,,10.81,28.64,0.0,,,,,,,,
318,Rantau Panjang New,6.18,2021-08-18,333.75,462.79,1.38,0.4,0.5,,,,4.0,0.52,8,,10.81,29.7,0.0,,,,,,,,
319,Rantau Panjang New,6.15,2021-08-19,189.08,338.38,1.46,0.34,0.31,,,,3.99,0.52,8,,10.83,26.95,0.0,,,,,,,,
320,Rantau Panjang New,6.21,2021-08-20,372.04,337.92,1.4,0.35,0.26,,,,4.0,0.52,8,,10.83,31.98,0.0,,,,,,,,
321,Rantau Panjang New,6.21,2021-08-21,136.63,262.67,1.59,0.32,0.31,,,,3.99,0.52,8,,10.79,24.55,0.0,,,,,,,,
322,Rantau Panjang New,6.33,2021-08-22,120.54,204.67,1.18,0.2,0.21,,,,4.02,0.53,8,,10.88,22.87,0.0,,,,,,,,
323,Rantau Panjang New,6.33,2021-08-23,89.58,165.88,1.13,0.29,0.27,,,,4.02,0.53,8,,10.89,23.22,0.0,,,,,,,,
324,Rantau Panjang New,6.31,2021-08-24,65.83,116.75,1.14,0.35,0.15,,,,4.02,0.51,8,,10.9,21.33,0.0,,,,,,,,
325,Rantau Panjang New,6.3,2021-08-25,164.25,326.5,1.23,0.25,0.17,,,,4.04,0.5,8,,10.93,22.73,0.0,,,,,,,,
326,Rantau Panjang New,6.39,2021-08-26,83.5,156.92,1.03,0.23,0.17,,,,3.99,0.49,8,,10.76,21.66,0.0,,,,,,,,
327,Rantau Panjang New,6.47,2021-08-27,57.38,100.92,1.04,0.17,0.21,,,,3.99,0.49,8,,10.79,18.78,0.0,,,,,,,,
328,Rantau Panjang New,6.41,2021-08-28,51.88,96.58,1.22,0.23,0.21,,,,3.99,0.49,8,,10.78,15.76,0.0,,,,,,,,
329,Rantau Panjang New,6.34,2021-08-29,232.96,370.79,1.55,0.29,0.28,,,,4.01,0.49,8,,10.84,24.94,0.0,,,,,,,,
330,Rantau Panjang New,6.27,2021-08-30,98.33,208.46,1.27,0.32,0.29,,,,4.04,0.49,8,,10.93,22.27,0.0,,,,,,,,
331,Rantau Panjang New,6.39,2021-08-31,90.83,150.25,1.38,0.27,0.25,,,,4.03,0.49,8,,10.92,23.28,0.0,,,,,,,,
332,Rantau Panjang Old,6.5,2021-08-01,57.95,200.0,0.78,0.31,0.12,,,,6.55,0.5,8,,2.69,18.33,0.0,,,,,,,,
333,Rantau Panjang Old,6.5,2021-08-02,55.13,200.0,0.72,0.34,0.13,,,,6.68,0.51,8,,2.76,18.19,0.0,,,,,,,,
334,Rantau Panjang Old,6.42,2021-08-03,50.29,200.0,0.68,0.34,0.11,,,,6.7,0.51,8,,2.73,18.21,0.0,,,,,,,,
335,Rantau Panjang Old,6.45,2021-08-04,192.67,391.67,0.78,0.37,0.21,,,,6.58,0.51,8,,2.69,21.09,0.0,,,,,,,,
336,Rantau Panjang Old,6.42,2021-08-05,69.46,212.5,0.83,0.28,0.13,,,,6.66,0.51,8,,2.71,18.26,0.0,,,,,,,,
337,Rantau Panjang Old,6.44,2021-08-06,50.0,200.0,0.97,0.3,0.13,,,,6.6,0.49,8,,2.68,18.2,0.0,,,,,,,,
338,Rantau Panjang Old,6.5,2021-08-07,57.38,200.0,0.77,0.24,0.17,,,,6.68,0.51,8,,2.72,18.02,0.0,,,,,,,,
339,Rantau Panjang Old,6.53,2021-08-08,51.0,200.0,0.6,0.28,0.08,,,,6.65,0.51,8,,2.71,18.32,0.0,,,,,,,,
340,Rantau Panjang Old,6.47,2021-08-09,159.42,335.42,0.65,0.33,0.13,,,,6.63,0.51,8,,2.72,20.89,0.0,,,,,,,,
341,Rantau Panjang Old,6.47,2021-08-10,214.13,350.0,0.71,0.38,0.16,,,,6.54,0.51,8,,2.71,23.58,0.0,,,,,,,,
342,Rantau Panjang Old,6.44,2021-08-11,498.16,910.53,0.97,0.49,0.23,,,,6.54,0.54,8,,2.72,29.99,0.0,,,,,,,,
343,Rantau Panjang Old,6.48,2021-08-12,181.17,345.83,0.88,0.45,0.2,,,,6.57,0.55,8,,2.73,22.03,0.0,,,,,,,,
344,Rantau Panjang Old,6.54,2021-08-13,64.42,200.0,0.69,0.49,0.07,,,,6.6,0.54,8,,2.74,18.42,0.0,,,,,,,,
345,Rantau Panjang Old,6.54,2021-08-14,114.21,268.42,1.04,0.46,0.09,,,,6.63,0.55,8,,2.74,20.15,0.0,,,,,,,,
346,Rantau Panjang Old,6.51,2021-08-15,118.45,262.5,0.54,0.28,0.14,,,,6.7,0.56,8,,2.78,20.33,0.0,,,,,,,,
347,Rantau Panjang Old,6.4,2021-08-16,252.83,515.22,0.74,0.36,0.18,,,,6.62,0.55,8,,2.77,23.18,0.0,,,,,,,,
348,Rantau Panjang Old,6.43,2021-08-17,366.61,660.87,0.92,0.4,0.23,,,,6.65,0.55,8,,2.77,24.94,0.0,,,,,,,,
349,Rantau Panjang Old,6.38,2021-08-18,372.75,637.5,1.34,0.41,0.31,,,,6.62,0.55,8,,2.75,26.52,0.0,,,,,,,,
350,Rantau Panjang Old,6.39,2021-08-19,261.55,463.64,1.11,0.46,0.24,,,,6.76,0.56,8,,2.82,24.21,0.0,,,,,,,,
351,Rantau Panjang Old,6.47,2021-08-20,412.42,775.0,0.76,0.44,0.28,,,,6.67,0.56,8,,2.77,26.71,0.0,,,,,,,,
352,Rantau Panjang Old,6.47,2021-08-21,220.5,393.75,0.78,0.37,0.22,,,,6.66,0.56,8,,2.77,23.51,0.0,,,,,,,,
353,Rantau Panjang Old,6.47,2021-08-22,178.96,337.5,1.2,0.33,0.15,,,,6.68,0.56,8,,2.79,22.42,0.0,,,,,,,,
354,Rantau Panjang Old,6.51,2021-08-23,113.23,256.82,0.95,0.4,0.17,,,,6.62,0.55,8,,2.75,19.35,0.0,,,,,,,,
355,Rantau Panjang Old,6.49,2021-08-24,73.13,208.33,1.06,0.31,0.14,,,,6.64,0.55,8,,2.77,18.01,0.0,,,,,,,,
356,Rantau Panjang Old,6.53,2021-08-25,253.92,514.58,1.2,0.39,0.22,,,,6.65,0.54,8,,2.77,22.7,0.0,,,,,,,,
357,Rantau Panjang Old,6.51,2021-08-26,103.32,254.55,0.97,0.42,0.16,,,,6.32,0.54,8,,2.63,19.38,0.0,,,,,,,,
358,Rantau Panjang Old,6.55,2021-08-27,67.38,200.0,0.91,0.31,0.11,,,,6.64,0.54,8,,2.77,18.17,0.0,,,,,,,,
359,Rantau Panjang Old,6.51,2021-08-28,65.13,200.0,1.03,0.33,0.17,,,,6.81,0.56,8,,2.8,18.26,0.0,,,,,,,,
360,Rantau Panjang Old,6.48,2021-08-29,384.14,727.27,1.11,0.42,0.21,,,,6.66,0.55,8,,2.77,25.55,0.0,,,,,,,,
361,Rantau Panjang Old,6.43,2021-08-30,187.83,375.0,0.94,0.4,0.24,,,,6.66,0.55,8,,2.78,21.57,0.0,,,,,,,,
362,Rantau Panjang Old,6.52,2021-08-31,163.46,325.0,0.98,0.36,0.18,,,,2.79,0.56,8,,6.67,20.86,0.0,,,,,,,,
363,Sungai Rangkap,6.76,2021-08-01,2.92,2.54,0.45,0.29,0.08,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
364,Sungai Rangkap,6.77,2021-08-02,2.21,2.88,0.12,0.02,0.03,0.0,,,4.58,0.45,8,0.0,,,,,,,,,,,
365,Sungai Rangkap,6.81,2021-08-03,1.9,1.25,0.13,0.07,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
366,Sungai Rangkap,6.54,2021-08-04,30.52,34.25,0.08,0.04,0.05,11.8,,,4.58,0.44,8,2.2,,,,,,,,,,,
367,Sungai Rangkap,6.85,2021-08-05,2.96,2.83,0.15,0.09,0.01,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
368,Sungai Rangkap,6.82,2021-08-06,2.02,1.08,0.11,0.04,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
369,Sungai Rangkap,6.82,2021-08-07,2.35,1.21,0.01,0.02,0.03,0.0,,,4.58,0.45,8,0.0,,,,,,,,,,,
370,Sungai Rangkap,6.8,2021-08-08,2.19,0.92,0.03,0.03,0.05,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
371,Sungai Rangkap,6.86,2021-08-09,1.92,1.63,0.13,0.03,0.06,0.0,,,4.59,0.44,8,0.0,,,,,,,,,,,
372,Sungai Rangkap,6.8,2021-08-10,2.46,1.0,0.03,0.04,0.05,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
373,Sungai Rangkap,6.66,2021-08-11,15.17,7.29,0.03,0.03,0.03,13.8,,,4.58,0.44,8,2.2,,,,,,,,,,,
374,Sungai Rangkap,6.79,2021-08-12,2.96,2.38,0.05,0.06,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
375,Sungai Rangkap,6.79,2021-08-13,2.54,0.67,0.03,0.02,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
376,Sungai Rangkap,6.85,2021-08-14,2.08,1.79,0.14,0.14,0.04,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
377,Sungai Rangkap,6.74,2021-08-15,12.91,16.33,0.13,0.08,0.03,0.0,,,4.61,0.44,8,0.0,,,,,,,,,,,
378,Sungai Rangkap,6.77,2021-08-16,5.95,3.0,0.2,0.16,0.04,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
379,Sungai Rangkap,6.59,2021-08-17,53.12,59.83,0.12,0.03,0.04,18.29,,,4.58,0.44,8,2.57,,,,,,,,,,,
380,Sungai Rangkap,6.49,2021-08-18,76.62,59.21,0.2,0.02,0.03,15.08,,,4.57,0.44,8,2.42,,,,,,,,,,,
381,Sungai Rangkap,6.64,2021-08-19,8.61,2.96,0.11,0.13,0.08,10.29,,,4.61,0.44,8,1.86,,,,,,,,,,,
382,Sungai Rangkap,6.55,2021-08-20,55.16,13.5,0.18,0.02,0.03,16.38,,,4.61,0.45,8,3.0,,,,,,,,,,,
383,Sungai Rangkap,6.69,2021-08-21,9.99,4.0,0.28,0.04,0.06,8.5,,,4.6,0.43,8,1.5,,,,,,,,,,,
384,Sungai Rangkap,6.74,2021-08-22,8.72,3.88,0.57,0.05,0.05,11.5,,,4.59,0.44,8,1.67,,,,,,,,,,,
385,Sungai Rangkap,6.76,2021-08-23,3.86,2.29,0.15,0.11,0.05,0.0,,,4.59,0.45,8,0.0,,,,,,,,,,,
386,Sungai Rangkap,6.76,2021-08-24,3.16,2.25,0.03,0.03,0.03,0.0,,,4.57,0.45,8,0.0,,,,,,,,,,,
387,Sungai Rangkap,6.68,2021-08-25,13.72,7.83,0.03,0.02,0.06,13.2,,,4.57,0.45,8,1.8,,,,,,,,,,,
388,Sungai Rangkap,6.76,2021-08-26,3.19,2.38,0.11,0.05,0.02,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
389,Sungai Rangkap,6.78,2021-08-27,2.53,1.25,0.11,0.07,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
390,Sungai Rangkap,6.77,2021-08-28,3.15,0.92,0.02,0.01,0.02,0.0,,,4.58,0.45,8,0.0,,,,,,,,,,,
391,Sungai Rangkap,6.63,2021-08-29,24.66,21.33,0.02,0.1,0.03,14.67,,,4.58,0.44,8,2.43,,,,,,,,,,,
392,Sungai Rangkap,6.74,2021-08-30,3.54,1.92,0.04,0.02,0.03,0.0,,,4.58,0.44,8,0.0,,,,,,,,,,,
393,Sungai Rangkap,6.73,2021-08-31,11.46,4.42,0.03,0.01,0.03,13.5,,,4.58,0.44,8,2.0,,,,,,,,,,,
394,Kuala Kubu Bharu,6.95,2021-08-01,20.05,96.17,0.06,0.26,0.06,16.0,,,2.49,0.53,8,2.0,,,,,,,,,,,
395,Kuala Kubu Bharu,7.2,2021-08-02,2.75,13.21,0.05,0.03,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
396,Kuala Kubu Bharu,7.24,2021-08-03,2.21,10.04,0.03,0.01,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
397,Kuala Kubu Bharu,7.22,2021-08-04,2.35,13.42,0.05,0.02,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
398,Kuala Kubu Bharu,7.18,2021-08-05,5.19,33.0,0.09,0.02,0.04,11.5,,,2.5,0.51,8,2.0,,,,,,,,,,,
399,Kuala Kubu Bharu,7.29,2021-08-06,2.0,9.54,0.05,0.06,0.04,0.0,,,2.5,0.52,8,2.0,,,,,,,,,,,
400,Kuala Kubu Bharu,7.24,2021-08-07,2.21,11.88,0.03,0.05,0.01,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
401,Kuala Kubu Bharu,7.19,2021-08-08,3.07,15.63,0.06,0.06,0.0,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
402,Kuala Kubu Bharu,7.15,2021-08-09,7.25,40.38,0.06,0.07,0.01,13.33,,,2.5,0.51,8,2.0,,,,,,,,,,,
403,Kuala Kubu Bharu,7.23,2021-08-10,2.28,13.38,0.02,0.09,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
404,Kuala Kubu Bharu,7.17,2021-08-11,2.94,17.33,0.03,0.02,0.03,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
405,Kuala Kubu Bharu,7.24,2021-08-12,1.88,10.75,0.03,0.13,0.01,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
406,Kuala Kubu Bharu,7.21,2021-08-13,2.93,16.75,0.05,0.09,0.0,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
407,Kuala Kubu Bharu,7.22,2021-08-14,2.05,13.92,0.03,0.01,0.03,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
408,Kuala Kubu Bharu,7.21,2021-08-15,12.0,65.96,0.03,0.03,0.02,17.33,,,2.5,0.51,8,2.0,,,,,,,,,,,
409,Kuala Kubu Bharu,7.0,2021-08-16,7.39,45.38,0.12,0.46,0.03,13.0,,,2.49,0.51,8,2.0,,,,,,,,,,,
410,Kuala Kubu Bharu,7.19,2021-08-17,2.62,15.17,0.07,0.03,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
411,Kuala Kubu Bharu,7.17,2021-08-18,5.34,31.83,0.08,0.02,0.03,12.67,,,2.5,0.51,8,2.0,,,,,,,,,,,
412,Kuala Kubu Bharu,7.2,2021-08-19,3.25,14.79,0.04,0.03,0.03,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
413,Kuala Kubu Bharu,7.27,2021-08-20,3.08,15.83,0.05,0.04,0.03,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
414,Kuala Kubu Bharu,7.24,2021-08-21,2.34,8.71,0.05,0.02,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
415,Kuala Kubu Bharu,7.23,2021-08-22,3.1,14.25,0.05,0.02,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
416,Kuala Kubu Bharu,7.24,2021-08-23,2.29,8.75,0.03,0.02,0.01,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
417,Kuala Kubu Bharu,7.17,2021-08-24,5.35,24.54,0.05,0.02,0.03,11.33,,,2.5,0.51,8,2.0,,,,,,,,,,,
418,Kuala Kubu Bharu,7.19,2021-08-25,2.51,10.46,0.06,0.03,0.02,0.0,,,2.5,0.51,8,2.0,,,,,,,,,,,
