,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
1325,,,,,2.79,0.56,,,,,6.67,20.86,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-08-31,8,3,River,Sg Selangor
1605,0.0,,,,4.58,0.44,,,,0.0,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-01-08,1,1,River,Sg Selangor
1606,0.0,,,,4.58,0.45,,,,0.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-02-08,2,1,River,Sg Selangor
1607,0.0,,,,4.58,0.44,,,,0.0,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-03-08,3,1,River,Sg Selangor
1608,11.8,,,,4.58,0.44,,,,2.2,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-04-08,4,2,River,Sg Selangor
1609,0.0,,,,4.58,0.44,,,,0.0,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-05-08,5,2,River,Sg Selangor
1610,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-06-08,6,2,River,Sg Selangor
1611,0.0,,,,4.58,0.45,,,,0.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-07-08,7,3,River,Sg Selangor
1612,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-08,8,3,River,Sg Selangor
1613,0.0,,,,4.59,0.44,,,,0.0,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-09-08,9,3,River,Sg Selangor
1614,0.0,,,,4.58,0.44,,,,0.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-08,10,4,River,Sg Selangor
1615,13.8,,,,4.58,0.44,,,,2.2,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-11-08,11,4,River,Sg Selangor
1616,0.0,,,,4.58,0.44,,,,0.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-12-08,12,4,River,Sg Selangor
1617,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-13,8,3,River,Sg Selangor
1618,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-14,8,3,River,Sg Selangor
1619,0.0,,,,4.61,0.44,,,,0.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-15,8,3,River,Sg Selangor
1620,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-16,8,3,River,Sg Selangor
1621,18.29,,,,4.58,0.44,,,,2.57,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-17,8,3,River,Sg Selangor
1622,15.08,,,,4.57,0.44,,,,2.42,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-18,8,3,River,Sg Selangor
1623,10.29,,,,4.61,0.44,,,,1.86,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-19,8,3,River,Sg Selangor
1624,16.38,,,,4.61,0.45,,,,3.0,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-20,8,3,River,Sg Selangor
1625,8.5,,,,4.6,0.43,,,,1.5,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-21,8,3,River,Sg Selangor
1626,11.5,,,,4.59,0.44,,,,1.67,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-22,8,3,River,Sg Selangor
1627,0.0,,,,4.59,0.45,,,,0.0,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-23,8,3,River,Sg Selangor
1628,0.0,,,,4.57,0.45,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-24,8,3,River,Sg Selangor
1629,13.2,,,,4.57,0.45,,,,1.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-25,8,3,River,Sg Selangor
1630,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-26,8,3,River,Sg Selangor
1631,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-27,8,3,River,Sg Selangor
1632,0.0,,,,4.58,0.45,,,,0.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-28,8,3,River,Sg Selangor
1633,14.67,,,,4.58,0.44,,,,2.43,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-29,8,3,River,Sg Selangor
1634,0.0,,,,4.58,0.44,,,,0.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-30,8,3,River,Sg Selangor
1635,13.5,,,,4.58,0.44,,,,2.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-31,8,3,River,Sg Selangor
1698,,,,,,0.63,27.83,,,,,,3.69,,3.23,,,,,,,0.0,9.4,,,0.31,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-01-08,1,1,River,Sg Selangor
1699,,,,,,0.57,29.33,,,,,,3.69,,3.23,,,,,,,0.0,9.4,,,0.31,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-02-08,2,1,River,Sg Selangor
1700,,,,,,0.57,29.5,,,,,,3.69,,3.64,,,,,,,0.0,9.4,,,0.41,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-03-08,3,1,River,Sg Selangor
1701,,,,,,0.6,29.33,,,,,,3.74,,3.46,,,,,,,0.0,14.97,,,0.36,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-04-08,4,2,River,Sg Selangor
1702,,,,,,0.57,33.0,,,,,,3.69,,3.74,,,,,,,0.0,11.75,,,0.44,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-05-08,5,2,River,Sg Selangor
1703,,,,,,0.58,28.83,,,,,,4.13,,4.7,,,,,,,0.0,9.67,,,0.32,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-06-08,6,2,River,Sg Selangor
1704,,,,,,0.57,29.5,,,,,,4.13,,4.7,,,,,,,0.0,10.92,,,0.32,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-07-08,7,3,River,Sg Selangor
1705,,,,,,0.57,30.17,,,,,,3.69,,3.73,,,,,,,0.0,9.4,,,0.31,,235.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-08,8,3,River,Sg Selangor
1706,,,,,,0.63,31.0,,,,,,3.69,,3.72,,,,,,,0.0,9.4,,,0.29,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-09-08,9,3,River,Sg Selangor
1707,,,,,,0.57,32.83,,,,,,3.69,,3.72,,,,,,,0.0,18.6,,,0.34,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-08,10,4,River,Sg Selangor
1708,,,,,,0.57,39.17,,,,,,3.69,,3.72,,,,,,,0.0,18.6,,,0.36,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-11-08,11,4,River,Sg Selangor
1709,,,,,,0.58,45.5,,,,,,3.74,,4.27,,,,,,,0.0,18.9,,,0.54,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-12-08,12,4,River,Sg Selangor
1710,,,,,,0.57,34.33,,,,,,3.69,,3.73,,,,,,,0.0,20.17,,,0.45,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-13,8,3,River,Sg Selangor
1711,,,,,,0.57,31.17,,,,,,3.69,,4.19,,,,,,,0.0,18.6,,,0.41,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-14,8,3,River,Sg Selangor
1712,,,,,,0.61,33.17,,,,,,3.69,,4.19,,,,,,,0.0,18.53,,,0.43,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-15,8,3,River,Sg Selangor
1713,,,,,,0.57,34.5,,,,,,3.69,,4.27,,,,,,,0.0,18.6,,,0.38,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-16,8,3,River,Sg Selangor
1714,,,,,,0.57,36.5,,,,,,3.69,,3.37,,,,,,,0.0,17.07,,,0.35,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-17,8,3,River,Sg Selangor
1715,,,,,,0.71,35.33,,,,,,3.69,,3.37,,,,,,,0.0,17.07,,,0.43,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-18,8,3,River,Sg Selangor
1716,,,,,,0.58,39.5,,,,,,3.77,,3.72,,,,,,,0.0,20.93,,,0.44,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-19,8,3,River,Sg Selangor
1717,,,,,,0.56,32.33,,,,,,3.69,,3.26,,,,,,,0.0,17.87,,,0.63,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-20,8,3,River,Sg Selangor
1718,,,,,,0.8,30.17,,,,,,3.69,,3.42,,,,,,,0.0,14.75,,,0.49,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-21,8,3,River,Sg Selangor
1719,,,,,,0.66,33.0,,,,,,3.62,,3.5,,,,,,,0.0,14.0,,,0.43,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-22,8,3,River,Sg Selangor
1720,,,,,,0.84,30.5,,,,,,3.62,,3.73,,,,,,,0.0,18.5,,,0.36,,253.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-23,8,3,River,Sg Selangor
1721,,,,,,0.89,34.17,,,,,,3.62,,4.07,,,,,,,0.0,21.0,,,0.39,,253.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-24,8,3,River,Sg Selangor
1722,,,,,,0.73,34.5,,,,,,3.62,,4.06,,,,,,,0.0,23.4,,,0.35,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-25,8,3,River,Sg Selangor
1723,,,,,,0.56,36.6,,,,,,3.63,,5.2,,,,,,,0.0,19.64,,,0.51,,253.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-26,8,3,River,Sg Selangor
1724,,,,,,0.59,32.33,,,,,,3.87,,4.47,,,,,,,0.0,19.7,,,0.4,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-27,8,3,River,Sg Selangor
1725,,,,,,0.56,31.83,,,,,,3.69,,4.28,,,,,,,0.0,19.0,,,0.35,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-28,8,3,River,Sg Selangor
