wtp,Date,Column2,Column3,Year,Month,ChemicalCode,ChemicalName,TotalMTConsumed,UnitPrice,TotalRMAmount,Column1
Bukit Nanas,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),13.02,2260,29425.2,March
Bukit Nanas,1/3/2022,3,2022,2022,3,C03,Chloride of Lime Min 60% (50kg / drum),0.15,6000,900,March
Bukit Nanas,1/3/2022,3,2022,2022,3,D07,Superfloc N300 PWG (25kg / bag),0.025,17000,425,March
Bukit Nanas,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),1.9,3600,6840,March
Bukit Nanas,1/4/2022,4,2022,2022,4,A01,Liquid Aluminium Sulphate (Bulk/Tanker),59.88,398,23832.24,April
Bukit Nanas,1/11/2022,11,2022,2022,11,A01,Liquid Aluminium Sulphate (Bulk/Tanker),58.56,398,23306.88,November
Bukit Nanas,1/2/2022,2,2022,2022,2,A01,Liquid Aluminium Sulphate (Bulk/Tanker),39.86,398,15864.28,February
Bukit Nanas,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),19.58,388,7597.04,February
Bukit Nanas,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),13.02,2260,29425.2,February
Bukit Nanas,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),1.9,3600,6840,February
Bukit Nanas,1/3/2022,3,2022,2022,3,A01,Liquid Aluminium Sulphate (Bulk/Tanker),58.2,398,23163.6,March
Sungai Batu,1/1/2022,1,2022,2022,1,A01,Liquid Aluminium Sulphate (Bulk/Tanker),235.379,398,93680.842,January
Sungai Batu,1/1/2022,1,2022,2022,1,B01,Hydrated Lime - Powder (Bulk/Tanker),18.1,388,7022.8,January
Sungai Batu,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),3.9,450,1755,January
Sungai Batu,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),17.67,2260,39934.2,January
Sungai Batu,1/1/2022,1,2022,2022,1,C03,Chloride of Lime Min 60% (50kg / drum),0.3,6000,1800,January
Sungai Batu,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),2.85,3600,10260,January
Sungai Batu,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),27.9,2260,63054,November
Sungai Batu,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),2.75,3600,9900,November
Sungai Batu,1/12/2022,12,2022,2022,12,A01,Liquid Aluminium Sulphate (Bulk/Tanker),251.422,398,100065.956,December
Sungai Batu,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),89.5,450,40275,December
Sungai Batu,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),27.9,2260,63054,December
Sungai Batu,1/12/2022,12,2022,2022,12,B01,Hydrated Lime - Powder (Bulk/Tanker),14.42,388,5594.96,December
Sungai Batu,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),46,450,20700,October
Sungai Batu,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),16.74,2260,37832.4,October
Sungai Batu,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),2.75,3600,9900,October
Sungai Batu,1/11/2022,11,2022,2022,11,A01,Liquid Aluminium Sulphate (Bulk/Tanker),286.96,398,114210.08,November
Sungai Batu,1/11/2022,11,2022,2022,11,B01,Hydrated Lime - Powder (Bulk/Tanker),20.63,388,8004.44,November
Sungai Batu,1/11/2022,11,2022,2022,11,B02,Hydrated Lime (25kg / bag),93,450,41850,November
Sungai Batu,1/9/2022,9,2022,2022,9,A01,Liquid Aluminium Sulphate (Bulk/Tanker),124.258,398,49454.684,September
Sungai Batu,1/9/2022,9,2022,2022,9,B02,Hydrated Lime (25kg / bag),27,450,12150,September
Sungai Batu,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),11.16,2260,25221.6,September
Sungai Batu,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),2.6,3600,9360,September
Sungai Batu,1/10/2022,10,2022,2022,10,A01,Liquid Aluminium Sulphate (Bulk/Tanker),223.685,398,89026.63,October
Sungai Batu,1/10/2022,10,2022,2022,10,B01,Hydrated Lime - Powder (Bulk/Tanker),15.23,388,5909.24,October
Sungai Batu,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),2.75,3600,9900,July
Sungai Batu,1/8/2022,8,2022,2022,8,A01,Liquid Aluminium Sulphate (Bulk/Tanker),128.701,398,51222.998,August
Sungai Batu,1/8/2022,8,2022,2022,8,B01,Hydrated Lime - Powder (Bulk/Tanker),6.75,388,2619,August
Sungai Batu,1/8/2022,8,2022,2022,8,B02,Hydrated Lime (25kg / bag),18.5,450,8325,August
Sungai Batu,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),16.74,2260,37832.4,August
Sungai Batu,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),2.8,3600,10080,August
Sungai Batu,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),16.74,2260,37832.4,June
Sungai Batu,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),2.8,3600,10080,June
Sungai Batu,1/7/2022,7,2022,2022,7,A01,Liquid Aluminium Sulphate (Bulk/Tanker),124.03,398,49363.94,July
Sungai Batu,1/7/2022,7,2022,2022,7,B01,Hydrated Lime - Powder (Bulk/Tanker),22.32,388,8660.16,July
Sungai Batu,1/7/2022,7,2022,2022,7,B02,Hydrated Lime (25kg / bag),3,450,1350,July
Sungai Batu,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),11.16,2260,25221.6,July
Sungai Batu,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),21.43,388,8314.84,May
Sungai Batu,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),11.16,2260,25221.6,May
Sungai Batu,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),2.85,3600,10260,May
Sungai Batu,1/6/2022,6,2022,2022,6,A01,Liquid Aluminium Sulphate (Bulk/Tanker),125.99,398,50144.02,June
Sungai Batu,1/6/2022,6,2022,2022,6,B01,Hydrated Lime - Powder (Bulk/Tanker),20.38,388,7907.44,June
Sungai Batu,1/6/2022,6,2022,2022,6,B02,Hydrated Lime (25kg / bag),0.5,450,225,June
Sungai Batu,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),23.81,388,9238.28,April
Sungai Batu,1/4/2022,4,2022,2022,4,B02,Hydrated Lime (25kg / bag),0.5,450,225,April
Sungai Batu,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),16.74,2260,37832.4,April
Sungai Batu,1/4/2022,4,2022,2022,4,C03,Chloride of Lime Min 60% (50kg / drum),0.15,6000,900,April
Sungai Batu,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),2.95,3600,10620,April
Sungai Batu,1/5/2022,5,2022,2022,5,A01,Liquid Aluminium Sulphate (Bulk/Tanker),144.925,398,57680.15,May
Sungai Batu,1/3/2022,3,2022,2022,3,A01,Liquid Aluminium Sulphate (Bulk/Tanker),125.552,398,49969.696,March
Sungai Batu,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),25.08,388,9731.04,March
Sungai Batu,1/3/2022,3,2022,2022,3,B02,Hydrated Lime (25kg / bag),3.5,450,1575,March
Sungai Batu,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),11.16,2260,25221.6,March
Sungai Batu,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),2.7,3600,9720,March
Sungai Batu,1/4/2022,4,2022,2022,4,A01,Liquid Aluminium Sulphate (Bulk/Tanker),132.53,398,52746.94,April
Sungai Batu,1/2/2022,2,2022,2022,2,A01,Liquid Aluminium Sulphate (Bulk/Tanker),123.866,398,49298.668,February
Sungai Batu,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),22.52,388,8737.76,February
Sungai Batu,1/2/2022,2,2022,2022,2,B02,Hydrated Lime (25kg / bag),2,450,900,February
Sungai Batu,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),15.81,2260,35730.6,February
Sungai Batu,1/2/2022,2,2022,2022,2,C03,Chloride of Lime Min 60% (50kg / drum),0.15,6000,900,February
Sungai Batu,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),2.55,3600,9180,February
Ampang Intake,1/1/2022,1,2022,2022,1,A02,Kibbled Aluminium Sulphate (50kg / bag),7.15,1200,8580,January
Ampang Intake,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),1.3,450,585,January
Ampang Intake,1/1/2022,1,2022,2022,1,B04,Soda Ash (25kg / bag),4.8,1900,9120,January
Ampang Intake,1/1/2022,1,2022,2022,1,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,January
Ampang Intake,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),0.325,3600,1170,January
Ampang Intake,1/2/2022,2,2022,2022,2,A02,Kibbled Aluminium Sulphate (50kg / bag),7.8,1200,9360,February
Ampang Intake,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),0.25,3600,900,November
Ampang Intake,1/12/2022,12,2022,2022,12,A02,Kibbled Aluminium Sulphate (50kg / bag),6.8,1200,8160,December
Ampang Intake,1/12/2022,12,2022,2022,12,B04,Soda Ash (25kg / bag),4.2,1900,7980,December
Ampang Intake,1/12/2022,12,2022,2022,12,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,December
Ampang Intake,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),0.8,450,360,December
Ampang Intake,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),0.275,3600,990,December
Ampang Intake,1/10/2022,10,2022,2022,10,C02,Liquid Chlorine (68kg / Cylinder),0.68,8400,5712,October
Ampang Intake,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),0.225,3600,810,October
Ampang Intake,1/11/2022,11,2022,2022,11,A02,Kibbled Aluminium Sulphate (50kg / bag),6.5,1200,7800,November
Ampang Intake,1/11/2022,11,2022,2022,11,B02,Hydrated Lime (25kg / bag),0.8,450,360,November
Ampang Intake,1/11/2022,11,2022,2022,11,B04,Soda Ash (25kg / bag),4.8,1900,9120,November
Ampang Intake,1/11/2022,11,2022,2022,11,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,November
Ampang Intake,1/9/2022,9,2022,2022,9,B04,Soda Ash (25kg / bag),4.8,1900,9120,September
Ampang Intake,1/9/2022,9,2022,2022,9,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,September
Ampang Intake,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),0.325,3600,1170,September
Ampang Intake,1/10/2022,10,2022,2022,10,A02,Kibbled Aluminium Sulphate (50kg / bag),6.5,1200,7800,October
Ampang Intake,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),0.7,450,315,October
Ampang Intake,1/10/2022,10,2022,2022,10,B04,Soda Ash (25kg / bag),4.2,1900,7980,October
Ampang Intake,1/8/2022,8,2022,2022,8,B02,Hydrated Lime (25kg / bag),0.5,450,225,August
Ampang Intake,1/8/2022,8,2022,2022,8,B04,Soda Ash (25kg / bag),4.8,1900,9120,August
Ampang Intake,1/8/2022,8,2022,2022,8,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,August
Ampang Intake,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),0.3,3600,1080,August
Ampang Intake,1/9/2022,9,2022,2022,9,A02,Kibbled Aluminium Sulphate (50kg / bag),6.5,1200,7800,September
Ampang Intake,1/9/2022,9,2022,2022,9,B02,Hydrated Lime (25kg / bag),0.7,450,315,September
Ampang Intake,1/7/2022,7,2022,2022,7,A02,Kibbled Aluminium Sulphate (50kg / bag),8.06,1200,9672,July
Ampang Intake,1/7/2022,7,2022,2022,7,B02,Hydrated Lime (25kg / bag),0.62,450,279,July
Ampang Intake,1/7/2022,7,2022,2022,7,B04,Soda Ash (25kg / bag),4.464,1900,8481.6,July
Ampang Intake,1/7/2022,7,2022,2022,7,C02,Liquid Chlorine (68kg / Cylinder),0.843,8400,7081.2,July
Ampang Intake,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),0.31,3600,1116,July
Ampang Intake,1/8/2022,8,2022,2022,8,A02,Kibbled Aluminium Sulphate (50kg / bag),6.5,1200,7800,August
Ampang Intake,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),0.3,3600,1080,May
Ampang Intake,1/6/2022,6,2022,2022,6,A02,Kibbled Aluminium Sulphate (50kg / bag),6.5,1200,7800,June
Ampang Intake,1/6/2022,6,2022,2022,6,B02,Hydrated Lime (25kg / bag),0.9,450,405,June
Ampang Intake,1/6/2022,6,2022,2022,6,B04,Soda Ash (25kg / bag),4.2,1900,7980,June
Ampang Intake,1/6/2022,6,2022,2022,6,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,June
Ampang Intake,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),0.275,3600,990,June
Ampang Intake,1/4/2022,4,2022,2022,4,C02,Liquid Chlorine (68kg / Cylinder),0.68,8400,5712,April
Ampang Intake,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),0.25,3600,900,April
Ampang Intake,1/5/2022,5,2022,2022,5,A02,Kibbled Aluminium Sulphate (50kg / bag),8.45,1200,10140,May
Ampang Intake,1/5/2022,5,2022,2022,5,B02,Hydrated Lime (25kg / bag),0.8,450,360,May
Ampang Intake,1/5/2022,5,2022,2022,5,B04,Soda Ash (25kg / bag),4.2,1900,7980,May
Ampang Intake,1/5/2022,5,2022,2022,5,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,May
Ampang Intake,1/3/2022,3,2022,2022,3,B04,Soda Ash (25kg / bag),6,1900,11400,March
Ampang Intake,1/3/2022,3,2022,2022,3,C02,Liquid Chlorine (68kg / Cylinder),0.68,8400,5712,March
Ampang Intake,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),0.325,3600,1170,March
Ampang Intake,1/4/2022,4,2022,2022,4,A02,Kibbled Aluminium Sulphate (50kg / bag),7.8,1200,9360,April
Ampang Intake,1/4/2022,4,2022,2022,4,B02,Hydrated Lime (25kg / bag),1.1,450,495,April
Ampang Intake,1/4/2022,4,2022,2022,4,B04,Soda Ash (25kg / bag),4.8,1900,9120,April
Ampang Intake,1/2/2022,2,2022,2022,2,B02,Hydrated Lime (25kg / bag),1.3,450,585,February
Ampang Intake,1/2/2022,2,2022,2022,2,B04,Soda Ash (25kg / bag),4.8,1900,9120,February
Ampang Intake,1/2/2022,2,2022,2022,2,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,February
Ampang Intake,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),0.275,3600,990,February
Ampang Intake,1/3/2022,3,2022,2022,3,A02,Kibbled Aluminium Sulphate (50kg / bag),9.1,1200,10920,March
Ampang Intake,1/3/2022,3,2022,2022,3,B02,Hydrated Lime (25kg / bag),1.2,450,540,March
Sungai Rangkap,1/1/2022,1,2022,2022,1,A02,Kibbled Aluminium Sulphate (50kg / bag),0.75,1200,900,January
Sungai Rangkap,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),0.975,450,438.75,January
Sungai Rangkap,1/1/2022,1,2022,2022,1,C02,Liquid Chlorine (68kg / Cylinder),0.612,8400,5140.8,January
Sungai Rangkap,1/1/2022,1,2022,2022,1,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,January
Sungai Rangkap,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),0.09,3600,324,January
Sungai Rangkap,1/2/2022,2,2022,2022,2,A02,Kibbled Aluminium Sulphate (50kg / bag),0.6,1200,720,February
Sungai Rangkap,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),0.09,3600,324,December
Sungai Rangkap,1/12/2022,12,2022,2022,12,B04,Soda Ash (25kg / bag),0.05,1900,95,December
Sungai Rangkap,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),0.35,450,157.5,October
Sungai Rangkap,1/10/2022,10,2022,2022,10,B04,Soda Ash (25kg / bag),0.625,1900,1187.5,October
Sungai Rangkap,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),0.12,3600,432,October
Sungai Rangkap,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),0.925,450,416.25,December
Sungai Rangkap,1/12/2022,12,2022,2022,12,A02,Kibbled Aluminium Sulphate (50kg / bag),0.45,1200,540,December
Sungai Rangkap,1/12/2022,12,2022,2022,12,C02,Liquid Chlorine (68kg / Cylinder),0.816,8400,6854.4,December
Sungai Rangkap,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),0.104,3600,374.4,September
Sungai Rangkap,1/11/2022,11,2022,2022,11,A02,Kibbled Aluminium Sulphate (50kg / bag),0.9,1200,1080,November
Sungai Rangkap,1/11/2022,11,2022,2022,11,B02,Hydrated Lime (25kg / bag),1.325,450,596.25,November
Sungai Rangkap,1/11/2022,11,2022,2022,11,C02,Liquid Chlorine (68kg / Cylinder),0.816,8400,6854.4,November
Sungai Rangkap,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),0.105,3600,378,November
Sungai Rangkap,1/10/2022,10,2022,2022,10,A02,Kibbled Aluminium Sulphate (50kg / bag),0.75,1200,900,October
Sungai Rangkap,1/8/2022,8,2022,2022,8,C02,Liquid Chlorine (68kg / Cylinder),0.68,8400,5712,August
Sungai Rangkap,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),0.12,3600,432,August
Sungai Rangkap,1/9/2022,9,2022,2022,9,A02,Kibbled Aluminium Sulphate (50kg / bag),0.15,1200,180,September
Sungai Rangkap,1/9/2022,9,2022,2022,9,B02,Hydrated Lime (25kg / bag),1.45,450,652.5,September
Sungai Rangkap,1/9/2022,9,2022,2022,9,B04,Soda Ash (25kg / bag),0.1,1900,190,September
Sungai Rangkap,1/9/2022,9,2022,2022,9,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,September
Sungai Rangkap,1/7/2022,7,2022,2022,7,C02,Liquid Chlorine (68kg / Cylinder),0.816,8400,6854.4,July
Sungai Rangkap,1/7/2022,7,2022,2022,7,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,July
Sungai Rangkap,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),0.165,3600,594,July
Sungai Rangkap,1/8/2022,8,2022,2022,8,A02,Kibbled Aluminium Sulphate (50kg / bag),0.75,1200,900,August
Sungai Rangkap,1/8/2022,8,2022,2022,8,B02,Hydrated Lime (25kg / bag),0.775,450,348.75,August
Sungai Rangkap,1/8/2022,8,2022,2022,8,B04,Soda Ash (25kg / bag),0.1,1900,190,August
Sungai Rangkap,1/6/2022,6,2022,2022,6,B04,Soda Ash (25kg / bag),0.05,1900,95,June
Sungai Rangkap,1/6/2022,6,2022,2022,6,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,June
Sungai Rangkap,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),0.135,3600,486,June
Sungai Rangkap,1/7/2022,7,2022,2022,7,A02,Kibbled Aluminium Sulphate (50kg / bag),0.45,1200,540,July
Sungai Rangkap,1/7/2022,7,2022,2022,7,B02,Hydrated Lime (25kg / bag),1.075,450,483.75,July
Sungai Rangkap,1/7/2022,7,2022,2022,7,B04,Soda Ash (25kg / bag),1.05,1900,1995,July
Sungai Rangkap,1/5/2022,5,2022,2022,5,A02,Kibbled Aluminium Sulphate (50kg / bag),0.6,1200,720,May
Sungai Rangkap,1/5/2022,5,2022,2022,5,B02,Hydrated Lime (25kg / bag),1.425,450,641.25,May
Sungai Rangkap,1/5/2022,5,2022,2022,5,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,May
Sungai Rangkap,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),0.105,3600,378,May
Sungai Rangkap,1/6/2022,6,2022,2022,6,A02,Kibbled Aluminium Sulphate (50kg / bag),0.9,1200,1080,June
Sungai Rangkap,1/6/2022,6,2022,2022,6,B02,Hydrated Lime (25kg / bag),1.5,450,675,June
Sungai Rangkap,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),0.14,3600,504,March
Sungai Rangkap,1/4/2022,4,2022,2022,4,A02,Kibbled Aluminium Sulphate (50kg / bag),0.3,1200,360,April
Sungai Rangkap,1/4/2022,4,2022,2022,4,B02,Hydrated Lime (25kg / bag),1,450,450,April
Sungai Rangkap,1/4/2022,4,2022,2022,4,B04,Soda Ash (25kg / bag),0.8,1900,1520,April
Sungai Rangkap,1/4/2022,4,2022,2022,4,C02,Liquid Chlorine (68kg / Cylinder),1.224,8400,10281.6,April
Sungai Rangkap,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),0.15,3600,540,April
Sungai Rangkap,1/2/2022,2,2022,2022,2,B02,Hydrated Lime (25kg / bag),1,450,450,February
Sungai Rangkap,1/2/2022,2,2022,2022,2,C02,Liquid Chlorine (68kg / Cylinder),0.82,8400,6888,February
Sungai Rangkap,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),0.15,3600,540,February
Sungai Rangkap,1/3/2022,3,2022,2022,3,A02,Kibbled Aluminium Sulphate (50kg / bag),0.9,1200,1080,March
Sungai Rangkap,1/3/2022,3,2022,2022,3,B02,Hydrated Lime (25kg / bag),2.8,450,1260,March
Sungai Rangkap,1/3/2022,3,2022,2022,3,C02,Liquid Chlorine (68kg / Cylinder),1.02,8400,8568,March
Sungai Gombak,1/1/2022,1,2022,2022,1,A02,Kibbled Aluminium Sulphate (50kg / bag),9,1200,10800,January
Sungai Gombak,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),4.55,450,2047.5,January
Sungai Gombak,1/1/2022,1,2022,2022,1,C02,Liquid Chlorine (68kg / Cylinder),2.72,8400,22848,January
Sungai Gombak,1/1/2022,1,2022,2022,1,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,January
Sungai Gombak,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),0.6,3600,2160,January
Sungai Gombak,1/2/2022,2,2022,2022,2,A02,Kibbled Aluminium Sulphate (50kg / bag),7.2,1200,8640,February
Sungai Gombak,1/12/2022,12,2022,2022,12,C02,Liquid Chlorine (68kg / Cylinder),2.72,8400,22848,December
Sungai Gombak,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),0.675,3600,2430,December
Sungai Gombak,1/12/2022,12,2022,2022,12,B04,Soda Ash (25kg / bag),0.7,1900,1330,December
Sungai Gombak,1/12/2022,12,2022,2022,12,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,December
Sungai Gombak,1/12/2022,12,2022,2022,12,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,December
Sungai Gombak,1/11/2022,11,2022,2022,11,C02,Liquid Chlorine (68kg / Cylinder),2.72,8400,22848,November
Sungai Gombak,1/11/2022,11,2022,2022,11,C03,Chloride of Lime Min 60% (50kg / drum),0.2,6000,1200,November
Sungai Gombak,1/11/2022,11,2022,2022,11,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,November
Sungai Gombak,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),0.625,3600,2250,November
Sungai Gombak,1/12/2022,12,2022,2022,12,A02,Kibbled Aluminium Sulphate (50kg / bag),9.6,1200,11520,December
Sungai Gombak,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),3.85,450,1732.5,December
Sungai Gombak,1/10/2022,10,2022,2022,10,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,October
Sungai Gombak,1/10/2022,10,2022,2022,10,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,October
Sungai Gombak,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),0.725,3600,2610,October
Sungai Gombak,1/11/2022,11,2022,2022,11,A02,Kibbled Aluminium Sulphate (50kg / bag),8.8,1200,10560,November
Sungai Gombak,1/11/2022,11,2022,2022,11,B02,Hydrated Lime (25kg / bag),4.55,450,2047.5,November
Sungai Gombak,1/11/2022,11,2022,2022,11,B04,Soda Ash (25kg / bag),0.25,1900,475,November
Sungai Gombak,1/9/2022,9,2022,2022,9,C02,Liquid Chlorine (68kg / Cylinder),2.72,8400,22848,September
Sungai Gombak,1/9/2022,9,2022,2022,9,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,September
Sungai Gombak,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),0.625,3600,2250,September
Sungai Gombak,1/10/2022,10,2022,2022,10,A02,Kibbled Aluminium Sulphate (50kg / bag),13.6,1200,16320,October
Sungai Gombak,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),5.6,450,2520,October
Sungai Gombak,1/10/2022,10,2022,2022,10,C02,Liquid Chlorine (68kg / Cylinder),2.72,8400,22848,October
Sungai Gombak,1/8/2022,8,2022,2022,8,C02,Liquid Chlorine (68kg / Cylinder),3.06,8400,25704,August
Sungai Gombak,1/8/2022,8,2022,2022,8,C03,Chloride of Lime Min 60% (50kg / drum),0.1,6000,600,August
Sungai Gombak,1/8/2022,8,2022,2022,8,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,August
Sungai Gombak,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),0.625,3600,2250,August
Sungai Gombak,1/9/2022,9,2022,2022,9,A02,Kibbled Aluminium Sulphate (50kg / bag),9.6,1200,11520,September
Sungai Gombak,1/9/2022,9,2022,2022,9,B02,Hydrated Lime (25kg / bag),4.2,450,1890,September
Sungai Gombak,1/7/2022,7,2022,2022,7,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,July
Sungai Gombak,1/7/2022,7,2022,2022,7,D03,Flopam FA 920 PWG (25kg / bag),0.05,13800,690,July
Sungai Gombak,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),0.6,3600,2160,July
Sungai Gombak,1/8/2022,8,2022,2022,8,A02,Kibbled Aluminium Sulphate (50kg / bag),12,1200,14400,August
Sungai Gombak,1/8/2022,8,2022,2022,8,B02,Hydrated Lime (25kg / bag),4.375,450,1968.75,August
Sungai Gombak,1/8/2022,8,2022,2022,8,B04,Soda Ash (25kg / bag),0.3,1900,570,August
Sungai Gombak,1/6/2022,6,2022,2022,6,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,June
