,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
7291,Sungai Dusun,9/3/2022,,,,,,,,,,,,,,,,4.2,,3.86,,,,,,,,,,,10.98,6.97,,0.46,,,,,,,,,,,,,,,,,,,5.2,,4.54,,,,,,,,,,,19.9,7.19,,0.54,,,,,,,,,,,,,,,,,,,2.49,,3.78,,,,,,,,,,,9.99,5.03,,0.45,,,
7292,Sungai Dusun,9/4/2022,,,,,,,,,,,,,,,,5.35,,3.86,,,,,,,,,,,11.09,9.53,,0.46,,,,,,,,,,,,,,,,,,,8.33,,4.54,,,,,,,,,,,19.9,10,,0.54,,,,,,,,,,,,,,,,,,,3.12,,3.78,,,,,,,,,,,9.99,6.72,,0.45,,,
7293,Sungai Dusun,9/5/2022,,,,,,,,,,,,,,,,4.45,,4.08,,,,,,,,,,,13.95,6.91,,0.49,,,,,,,,,,,,,,,,,,,5.2,,4.54,,,,,,,,,,,19.9,8.19,,0.54,,,,,,,,,,,,,,,,,,,4.16,,3.78,,,,,,,,,,,9.99,5,,0.45,,,
7294,Sungai Dusun,9/6/2022,,,,,,,,,,,,,,,,5.41,,4.03,,,,,,,,,,,13.29,7.13,,0.48,,,,,,,,,,,,,,,,,,,6.24,,4.54,,,,,,,,,,,19.9,8.19,,0.54,,,,,,,,,,,,,,,,,,,3.74,,3.78,,,,,,,,,,,9.99,5,,0.45,,,
7295,Sungai Dusun,9/7/2022,,,,,,,,,,,,,,,,4.88,,4.19,,,,,,,,,,,15.4,6.45,,0.5,,,,,,,,,,,,,,,,,,,6.24,,4.54,,,,,,,,,,,19.9,8.19,,0.54,,,,,,,,,,,,,,,,,,,3.74,,3.78,,,,,,,,,,,9.99,5,,0.45,,,
7296,Sungai Dusun,9/8/2022,,,,,,,,,,,,,,,,11.85,,4.03,,,,,,,,,,,13.29,10.17,,0.48,,,,,,,,,,,,,,,,,,,15.6,,4.54,,,,,,,,,,,19.9,14.1,,0.54,,,,,,,,,,,,,,,,,,,6.87,,3.78,,,,,,,,,,,9.99,6.1,,0.45,,,
7297,Sungai Dusun,9/9/2022,,,,,,,,,,,,,,,,9.65,,4.03,,,,,,,,,,,13.29,11.17,,0.48,,,,,,,,,,,,,,,,,,,14.5,,4.54,,,,,,,,,,,19.9,14.1,,0.54,,,,,,,,,,,,,,,,,,,6.87,,3.78,,,,,,,,,,,9.99,8.63,,0.45,,,
7298,Sungai Gombak,1/1/2022,,,,0.1,,,,5.81,,,,,,,,10.33,,2.62,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.35,,,,,,,,14,,2.74,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.78,,,,,,,,8,,2.52,,,,,,,,,,,,,,,,0.27,
7299,Sungai Gombak,1/10/2022,,,,0.1,,,,5.84,,,,,,,,10,,2.91,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,6.66,,,,,,,,10,,3.82,,,,,,,,,,,,,,,,0.42,,,,,0.1,,,,5.36,,,,,,,,10,,2.41,,,,,,,,,,,,,,,,0.32,
7300,Sungai Gombak,1/11/2022,,,,0.1,,,,5.33,,,,,,,,5,,2.56,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.18,,,,,,,,5,,2.97,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,4.91,,,,,,,,5,,2.36,,,,,,,,,,,,,,,,0.26,
7301,Sungai Gombak,1/12/2022,,,,0.1,,,,5.39,,,,,,,,8.17,,2.8,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.24,,,,,,,,10,,3.07,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,5,,,,,,,,7,,2.67,,,,,,,,,,,,,,,,0.32,
7302,Sungai Gombak,1/2/2022,,,,0.1,,,,5.62,,,,,,,,8,,2.68,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.22,,,,,,,,8,,3.86,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.68,,,,,,,,8,,2.35,,,,,,,,,,,,,,,,0.27,
7303,Sungai Gombak,1/3/2022,,,,0.1,,,,5.62,,,,,,,,10,,2.7,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.59,,,,,,,,10,,3.17,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.12,,,,,,,,10,,2.46,,,,,,,,,,,,,,,,0.3,
7304,Sungai Gombak,1/4/2022,,,,0.1,,,,5.73,,,,,,,,8,,2.67,,,,,,,,,,,,,,,,0.31,,,,,0.12,,,,6.45,,,,,,,,8,,2.89,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.93,,,,,,,,8,,2.37,,,,,,,,,,,,,,,,0.27,
7305,Sungai Gombak,1/5/2022,,,,0.1,,,,5.62,,,,,,,,10.5,,2.76,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,6.57,,,,,,,,12,,3.17,,,,,,,,,,,,,,,,0.68,,,,,0.1,,,,4.66,,,,,,,,10,,2.24,,,,,,,,,,,,,,,,0.28,
7306,Sungai Gombak,1/6/2022,,,,0.1,,,,5.24,,,,,,,,8,,2.67,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.81,,,,,,,,8,,3.1,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5,,,,,,,,8,,2.4,,,,,,,,,,,,,,,,0.29,
7307,Sungai Gombak,1/7/2022,,,,0.1,,,,5.4,,,,,,,,8,,2.75,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.48,,,,,,,,8,,3.13,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.46,,,,,,,,8,,2.38,,,,,,,,,,,,,,,,0.26,
7308,Sungai Gombak,1/8/2022,,,,0.1,,,,5.83,,,,,,,,10.75,,2.49,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.28,,,,,,,,14,,2.68,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.05,,,,,,,,8,,2.16,,,,,,,,,,,,,,,,0.29,
7309,Sungai Gombak,1/9/2022,,,,0.1,,,,5.17,,,,,,,,11.33,,2.76,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.08,,,,,,,,16,,3.25,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.58,,,,,,,,10,,2.44,,,,,,,,,,,,,,,,0.26,
7310,Sungai Gombak,10/1/2022,,,,0.1,,,,5.62,,,,,,,,10,,2.85,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.13,,,,,,,,10,,3.28,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.97,,,,,,,,10,,2.39,,,,,,,,,,,,,,,,0.29,
7311,Sungai Gombak,10/10/2022,,,,0.1,,,,5.72,,,,,,,,10.75,,2.73,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,6.28,,,,,,,,19,,3.02,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.75,,,,,,,,10,,2.51,,,,,,,,,,,,,,,,0.3,
7312,Sungai Gombak,10/11/2022,,,,0.1,,,,5.58,,,,,,,,5,,2.72,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.97,,,,,,,,7,,3,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.84,,,,,,,,4,,2.55,,,,,,,,,,,,,,,,0.28,
7313,Sungai Gombak,10/12/2022,,,,0.1,,,,5.54,,,,,,,,4.5,,2.82,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.97,,,,,,,,5,,3.19,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.1,,,,,,,,4,,2.45,,,,,,,,,,,,,,,,0.32,
7314,Sungai Gombak,10/2/2022,,,,0.1,,,,5.25,,,,,,,,10,,2.52,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.89,,,,,,,,10,,2.83,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.96,,,,,,,,10,,2.38,,,,,,,,,,,,,,,,0.29,
7315,Sungai Gombak,10/3/2022,,,,0.1,,,,5.38,,,,,,,,10,,2.82,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.06,,,,,,,,10,,2.94,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.12,,,,,,,,10,,2.73,,,,,,,,,,,,,,,,0.3,
7316,Sungai Gombak,10/4/2022,,,,0.1,,,,5.4,,,,,,,,8,,2.58,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.44,,,,,,,,8,,3.09,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.81,,,,,,,,8,,2.31,,,,,,,,,,,,,,,,0.28,
7317,Sungai Gombak,10/5/2022,,,,0.1,,,,5.16,,,,,,,,8,,2.41,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,7.17,,,,,,,,8,,2.68,,,,,,,,,,,,,,,,0.42,,,,,0.1,,,,4.46,,,,,,,,8,,2.14,,,,,,,,,,,,,,,,0.26,
7318,Sungai Gombak,10/6/2022,,,,0.1,,,,5.36,,,,,,,,8.83,,2.59,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.84,,,,,,,,10,,2.96,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.07,,,,,,,,8,,2.43,,,,,,,,,,,,,,,,0.29,
7319,Sungai Gombak,10/7/2022,,,,0.1,,,,5.7,,,,,,,,8,,3.05,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.21,,,,,,,,8,,3.32,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5,,,,,,,,8,,2.67,,,,,,,,,,,,,,,,0.29,
7320,Sungai Gombak,10/8/2022,,,,0.1,,,,5.16,,,,,,,,10,,2.64,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.05,,,,,,,,10,,3.23,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.6,,,,,,,,10,,2.21,,,,,,,,,,,,,,,,0.27,
7321,Sungai Gombak,10/9/2022,,,,0.1,,,,5.68,,,,,,,,8,,3.03,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.28,,,,,,,,8,,3.36,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.12,,,,,,,,8,,2.73,,,,,,,,,,,,,,,,0.3,
7322,Sungai Gombak,11/1/2022,,,,0.1,,,,5.52,,,,,,,,10,,2.82,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.95,,,,,,,,10,,3.71,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.64,,,,,,,,10,,2.23,,,,,,,,,,,,,,,,0.27,
7323,Sungai Gombak,11/10/2022,,,,0.1,,,,5.84,,,,,,,,10.33,,2.73,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,6.3,,,,,,,,14,,2.88,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,5.57,,,,,,,,10,,2.55,,,,,,,,,,,,,,,,0.35,
7324,Sungai Gombak,11/11/2022,,,,0.1,,,,5.24,,,,,,,,6.5,,2.8,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.72,,,,,,,,7,,3.06,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.48,,,,,,,,6,,2.39,,,,,,,,,,,,,,,,0.32,
7325,Sungai Gombak,11/12/2022,,,,0.1,,,,5.25,,,,,,,,5.5,,2.98,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.62,,,,,,,,6,,3.06,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.93,,,,,,,,5,,2.8,,,,,,,,,,,,,,,,0.33,
7326,Sungai Gombak,11/2/2022,,,,0.1,,,,5.54,,,,,,,,10,,2.66,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.47,,,,,,,,10,,3.11,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.26,,,,,,,,10,,2.53,,,,,,,,,,,,,,,,0.3,
7327,Sungai Gombak,11/3/2022,,,,0.1,,,,5.39,,,,,,,,10,,2.87,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.91,,,,,,,,10,,3.16,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.09,,,,,,,,10,,2.72,,,,,,,,,,,,,,,,0.29,
7328,Sungai Gombak,11/4/2022,,,,0.1,,,,6.02,,,,,,,,8,,2.6,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.74,,,,,,,,8,,2.85,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.15,,,,,,,,8,,2.24,,,,,,,,,,,,,,,,0.3,
7329,Sungai Gombak,11/5/2022,,,,0.1,,,,5.16,,,,,,,,10,,2.72,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.04,,,,,,,,26,,3.49,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.22,,,,,,,,8,,2.37,,,,,,,,,,,,,,,,0.29,
7330,Sungai Gombak,11/6/2022,,,,0.1,,,,5.32,,,,,,,,10.5,,2.55,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.82,,,,,,,,14,,2.8,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.08,,,,,,,,10,,2.44,,,,,,,,,,,,,,,,0.29,
7331,Sungai Gombak,11/7/2022,,,,0.1,,,,5.7,,,,,,,,8.17,,2.79,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.41,,,,,,,,10,,3.1,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.13,,,,,,,,8,,2.46,,,,,,,,,,,,,,,,0.27,
7332,Sungai Gombak,11/8/2022,,,,0.01,,,,5.41,,,,,,,,10,,2.89,,,,,,,,,,,,,,,,0.32,,,,,0.01,,,,5.8,,,,,,,,10,,3.1,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,4.66,,,,,,,,10,,2.49,,,,,,,,,,,,,,,,0.27,
7333,Sungai Gombak,11/9/2022,,,,0.1,,,,5.39,,,,,,,,9.17,,2.73,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.79,,,,,,,,10,,3.09,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.07,,,,,,,,8,,2.65,,,,,,,,,,,,,,,,0.29,
7334,Sungai Gombak,12/1/2022,,,,0.1,,,,5.25,,,,,,,,10,,2.67,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.34,,,,,,,,10,,3.96,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.61,,,,,,,,10,,2.22,,,,,,,,,,,,,,,,0.27,
7335,Sungai Gombak,12/10/2022,,,,0.1,,,,5.23,,,,,,,,12.17,,2.65,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.82,,,,,,,,30,,2.78,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.82,,,,,,,,8,,2.32,,,,,,,,,,,,,,,,0.3,
7336,Sungai Gombak,12/11/2022,,,,0.1,,,,5.39,,,,,,,,6,,2.72,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,6.66,,,,,,,,7,,3.56,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,5.11,,,,,,,,5,,2.51,,,,,,,,,,,,,,,,0.3,
7337,Sungai Gombak,12/12/2022,,,,0.1,,,,5.26,,,,,,,,6.5,,2.89,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,6.19,,,,,,,,7,,3.31,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.72,,,,,,,,6,,2.77,,,,,,,,,,,,,,,,0.34,
7338,Sungai Gombak,12/2/2022,,,,0.1,,,,5.67,,,,,,,,10,,2.75,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.72,,,,,,,,10,,3.23,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.87,,,,,,,,10,,2.34,,,,,,,,,,,,,,,,0.28,
7339,Sungai Gombak,12/3/2022,,,,0.1,,,,5.37,,,,,,,,10,,2.74,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.98,,,,,,,,10,,2.88,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.06,,,,,,,,10,,2.64,,,,,,,,,,,,,,,,0.29,
7340,Sungai Gombak,12/4/2022,,,,0.1,,,,5.14,,,,,,,,8,,2.69,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.68,,,,,,,,8,,2.81,,,,,,,,,,,,,,,,0.46,,,,,0.1,,,,4.53,,,,,,,,8,,2.42,,,,,,,,,,,,,,,,0.29,
7341,Sungai Gombak,12/5/2022,,,,0.1,,,,5.16,,,,,,,,12,,2.48,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.63,,,,,,,,24,,2.71,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,4.71,,,,,,,,8,,2.26,,,,,,,,,,,,,,,,0.27,
7342,Sungai Gombak,12/6/2022,,,,0.1,,,,5.19,,,,,,,,10,,2.52,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.82,,,,,,,,10,,2.8,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.69,,,,,,,,10,,2.37,,,,,,,,,,,,,,,,0.29,
7343,Sungai Gombak,12/7/2022,,,,0.1,,,,5.12,,,,,,,,10.5,,2.73,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.06,,,,,,,,16,,3.24,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.53,,,,,,,,8,,2.42,,,,,,,,,,,,,,,,0.26,
7344,Sungai Gombak,12/8/2022,,,,0.1,,,,5.64,,,,,,,,9.33,,2.86,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,7.45,,,,,,,,14,,3.98,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.79,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.28,
7345,Sungai Gombak,12/9/2022,,,,0.1,,,,5.36,,,,,,,,8.5,,2.69,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.34,,,,,,,,10,,3.39,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.26,,,,,,,,8,,2.27,,,,,,,,,,,,,,,,0.31,
7346,Sungai Gombak,13/1/2022,,,,0.1,,,,5.43,,,,,,,,8,,2.61,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,7.39,,,,,,,,8,,3.55,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.78,,,,,,,,8,,2.29,,,,,,,,,,,,,,,,0.28,
7347,Sungai Gombak,13/10/2022,,,,0.1,,,,5.36,,,,,,,,8.83,,2.66,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.06,,,,,,,,16,,2.92,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.84,,,,,,,,6,,2.53,,,,,,,,,,,,,,,,0.3,
7348,Sungai Gombak,13/11/2022,,,,0.1,,,,5.46,,,,,,,,5.58,,2.67,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.75,,,,,,,,7,,2.92,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.01,,,,,,,,5,,2.37,,,,,,,,,,,,,,,,0.29,
7349,Sungai Gombak,13/12/2022,,,,0.1,,,,5.31,,,,,,,,5.83,,2.87,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,7.47,,,,,,,,16,,3.99,,,,,,,,,,,,,,,,0.54,,,,,0.1,,,,4.66,,,,,,,,4,,2.24,,,,,,,,,,,,,,,,0.34,
7350,Sungai Gombak,13/2/2022,,,,0.1,,,,5.83,,,,,,,,11.83,,2.88,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,7.26,,,,,,,,20,,3.49,,,,,,,,,,,,,,,,0.42,,,,,0.1,,,,4.73,,,,,,,,10,,2.27,,,,,,,,,,,,,,,,0.27,
7351,Sungai Gombak,13/3/2022,,,,0.1,,,,5.36,,,,,,,,10,,2.58,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.97,,,,,,,,10,,2.87,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.06,,,,,,,,10,,2.43,,,,,,,,,,,,,,,,0.29,
7352,Sungai Gombak,13/4/2022,,,,0.1,,,,5.37,,,,,,,,8,,2.87,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.44,,,,,,,,8,,3.44,,,,,,,,,,,,,,,,0.47,,,,,0.1,,,,4.81,,,,,,,,8,,2.57,,,,,,,,,,,,,,,,0.28,
7353,Sungai Gombak,13/5/2022,,,,0.1,,,,5.13,,,,,,,,8,,2.6,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.99,,,,,,,,8,,2.88,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.46,,,,,,,,8,,2.38,,,,,,,,,,,,,,,,0.26,
7354,Sungai Gombak,13/6/2022,,,,0.1,,,,5.23,,,,,,,,10.67,,2.51,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.57,,,,,,,,16,,2.68,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,4.96,,,,,,,,8,,2.38,,,,,,,,,,,,,,,,0.29,
7355,Sungai Gombak,13/7/2022,,,,0.1,,,,5.38,,,,,,,,8,,2.87,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.82,,,,,,,,8,,3.11,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.15,,,,,,,,8,,2.75,,,,,,,,,,,,,,,,0.31,
7356,Sungai Gombak,13/8/2022,,,,0.1,,,,5.56,,,,,,,,10,,3.53,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.2,,,,,,,,10,,4.12,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.09,,,,,,,,10,,2.76,,,,,,,,,,,,,,,,0.29,
7357,Sungai Gombak,13/9/2022,,,,0.1,,,,5.63,,,,,,,,8,,3.01,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,7.35,,,,,,,,8,,3.93,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.69,,,,,,,,8,,2.5,,,,,,,,,,,,,,,,0.3,
7358,Sungai Gombak,14/1/2022,,,,0.1,,,,5.43,,,,,,,,8,,2.66,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.46,,,,,,,,8,,3.45,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.73,,,,,,,,8,,2.27,,,,,,,,,,,,,,,,0.27,
7359,Sungai Gombak,14/10/2022,,,,0.1,,,,5.05,,,,,,,,6.67,,2.56,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.56,,,,,,,,10,,2.97,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.84,,,,,,,,5,,2.33,,,,,,,,,,,,,,,,0.28,
7360,Sungai Gombak,14/11/2022,,,,0.1,,,,5.53,,,,,,,,8.5,,2.69,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.65,,,,,,,,36,,3.4,,,,,,,,,,,,,,,,0.42,,,,,0.1,,,,4.33,,,,,,,,5,,2.31,,,,,,,,,,,,,,,,0.27,
7361,Sungai Gombak,14/12/2022,,,,0.1,,,,4.94,,,,,,,,6.08,,2.77,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.14,,,,,,,,7,,3.02,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.76,,,,,,,,6,,2.56,,,,,,,,,,,,,,,,0.35,
7362,Sungai Gombak,14/2/2022,,,,0.1,,,,5.55,,,,,,,,11.33,,2.61,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.69,,,,,,,,16,,3.22,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.99,,,,,,,,10,,2.4,,,,,,,,,,,,,,,,0.29,
7363,Sungai Gombak,14/3/2022,,,,0.1,,,,5.39,,,,,,,,10,,2.59,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.99,,,,,,,,10,,2.88,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.19,,,,,,,,10,,2.49,,,,,,,,,,,,,,,,0.3,
7364,Sungai Gombak,14/4/2022,,,,0.1,,,,5.33,,,,,,,,8,,2.73,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.91,,,,,,,,8,,3.15,,,,,,,,,,,,,,,,0.45,,,,,0.1,,,,4.89,,,,,,,,8,,2.36,,,,,,,,,,,,,,,,0.28,
7365,Sungai Gombak,14/5/2022,,,,0.1,,,,5.32,,,,,,,,13.17,,2.58,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,6.3,,,,,,,,24,,2.84,,,,,,,,,,,,,,,,0.59,,,,,0.1,,,,4.58,,,,,,,,8,,2.1,,,,,,,,,,,,,,,,0.31,
