Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
27/1/2022,Sungai Selangor Fasa 1,37,0.024,14.85,5.10,0.80,1.38,,
28/1/2022,Sungai Selangor Fasa 1,38,0.049,11.19,5.26,0.73,1.41,,
29/1/2022,Sungai Selangor Fasa 1,35,0.052,11.18,4.96,0.93,1.49,,
30/1/2022,Sungai Selangor Fasa 1,40,0.005,12.68,4.97,0.86,1.36,,
31/1/2022,Sungai Selangor Fasa 1,37,0.049,13.40,4.46,0.82,1.40,,
1/2/2022,Sungai Selangor Fasa 1,42,0.025,11.10,4.96,1.07,1.43,,
2/2/2022,Sungai Selangor Fasa 1,42,0.025,10.00,5.01,0.79,1.41,,
3/2/2022,Sungai Selangor Fasa 1,36,0.053,9.02,5.00,0.90,1.51,,
4/2/2022,Sungai Selangor Fasa 1,43,0.025,16.04,5.14,0.95,1.44,,
5/2/2022,Sungai Selangor Fasa 1,38,0.049,14.09,4.92,0.97,1.42,,
6/2/2022,Sungai Selangor Fasa 1,37,0.050,10.67,4.55,0.80,1.43,,
7/2/2022,Sungai Selangor Fasa 1,37,0.025,15.23,3.37,0.95,1.44,,
8/2/2022,Sungai Selangor Fasa 1,36,0.051,16.23,5.12,0.82,1.46,,
9/2/2022,Sungai Selangor Fasa 1,34,0.051,11.77,5.02,0.92,1.43,,
10/2/2022,Sungai Selangor Fasa 1,38,0.049,13.96,5.35,0.90,1.29,,
11/2/2022,Sungai Selangor Fasa 1,37,0.048,13.00,5.22,0.85,1.27,,
12/2/2022,Sungai Selangor Fasa 1,53,0.031,13.52,5.26,0.88,1.65,,
13/2/2022,Sungai Selangor Fasa 1,41,0.048,14.99,5.26,0.88,1.27,,
14/2/2022,Sungai Selangor Fasa 1,49,0.025,12.00,5.11,0.89,1.32,,
15/2/2022,Sungai Selangor Fasa 1,32,0.048,12.93,4.83,0.87,1.26,,
16/2/2022,Sungai Selangor Fasa 1,36,0.025,14.41,4.67,1.04,1.34,,
17/2/2022,Sungai Selangor Fasa 1,34,0.048,10.11,4.84,0.83,1.28,,
18/2/2022,Sungai Selangor Fasa 1,41,0.025,11.52,5.07,0.89,1.30,,
19/2/2022,Sungai Selangor Fasa 1,37,0.005,13.14,4.84,0.83,1.28,,
20/2/2022,Sungai Selangor Fasa 1,44,0.105,15.70,5.12,0.97,1.38,,
21/2/2022,Sungai Selangor Fasa 1,38,0.005,12.59,5.43,0.99,1.27,,
22/2/2022,Sungai Selangor Fasa 1,43,0.005,13.42,5.07,0.89,1.30,,
23/2/2022,Sungai Selangor Fasa 1,45,0.050,13.09,5.03,0.97,1.31,,
24/2/2022,Sungai Selangor Fasa 1,45,0.048,15.24,4.93,0.94,1.26,,
25/2/2022,Sungai Selangor Fasa 1,49,0.049,15.08,4.94,0.83,1.28,,
26/2/2022,Sungai Selangor Fasa 1,53,0.005,10.53,5.08,0.97,1.35,,
27/2/2022,Sungai Selangor Fasa 1,49,0.025,15.70,4.92,0.86,1.43,,
28/2/2022,Sungai Selangor Fasa 1,39,0.024,10.54,5.16,0.77,1.38,,
1/3/2022,Sungai Selangor Fasa 1,42,0.024,17.76,5.27,0.92,1.37,,
2/3/2022,Sungai Selangor Fasa 1,40,0.005,13.07,5.09,0.96,1.30,,
3/3/2022,Sungai Selangor Fasa 1,42,0.073,15.78,5.13,0.96,1.29,,
4/3/2022,Sungai Selangor Fasa 1,52,0.024,15.94,5.04,0.92,1.28,,
5/3/2022,Sungai Selangor Fasa 1,52,0.074,14.23,4.57,0.85,1.30,,
6/3/2022,Sungai Selangor Fasa 1,48,0.024,10.19,4.65,0.79,1.29,,
7/3/2022,Sungai Selangor Fasa 1,37,0.025,14.24,3.49,0.86,1.31,,
8/3/2022,Sungai Selangor Fasa 1,48,0.051,14.79,4.85,0.85,1.35,,
9/3/2022,Sungai Selangor Fasa 1,50,0.072,8.96,5.07,0.98,1.26,,
10/3/2022,Sungai Selangor Fasa 1,50,0.071,11.94,4.96,0.92,1.26,,
11/3/2022,Sungai Selangor Fasa 1,50,0.074,9.81,5.14,0.95,1.20,,
12/3/2022,Sungai Selangor Fasa 1,46,0.050,12.64,5.40,0.95,0.67,,
13/3/2022,Sungai Selangor Fasa 1,39,0.025,13.46,5.55,0.95,1.31,,
14/3/2022,Sungai Selangor Fasa 1,32,0.049,12.87,4.88,0.74,1.28,,
15/3/2022,Sungai Selangor Fasa 1,47,0.048,12.00,5.10,0.86,1.28,,
16/3/2022,Sungai Selangor Fasa 1,46,0.049,15.80,5.07,0.85,1.29,,
17/3/2022,Sungai Selangor Fasa 1,45,0.073,13.00,5.17,0.87,1.29,,
18/3/2022,Sungai Selangor Fasa 1,48,0.048,14.65,4.71,0.83,1.10,,
19/3/2022,Sungai Selangor Fasa 1,46,0.049,13.35,4.82,0.95,1.06,,
20/3/2022,Sungai Selangor Fasa 1,42,0.025,10.23,4.99,0.84,1.19,,
21/3/2022,Sungai Selangor Fasa 1,38,0.025,13.73,5.01,0.86,1.20,,
22/3/2022,Sungai Selangor Fasa 1,48,0.073,12.61,5.20,0.79,1.16,,
23/3/2022,Sungai Selangor Fasa 1,43,0.025,13.68,5.18,0.81,1.18,,
24/3/2022,Sungai Selangor Fasa 1,40,0.049,11.60,5.09,0.93,0.65,,
25/3/2022,Sungai Selangor Fasa 1,36,0.024,11.07,5.08,0.85,0.88,,
26/3/2022,Sungai Selangor Fasa 1,40,0.049,11.51,5.00,0.98,0.00,,
27/3/2022,Sungai Selangor Fasa 1,34,0.025,11.76,5.17,0.90,0.53,,
28/3/2022,Sungai Selangor Fasa 1,37,0.049,11.76,4.99,0.82,1.06,,
29/3/2022,Sungai Selangor Fasa 1,37,0.024,11.57,5.16,0.87,1.05,,
30/3/2022,Sungai Selangor Fasa 1,42,0.048,11.77,5.11,0.87,0.93,,
31/3/2022,Sungai Selangor Fasa 1,45,0.024,10.00,4.99,0.88,0.94,,
1/4/2022,Sungai Selangor Fasa 1,38,0.049,9.83,4.79,0.81,0.94,,
2/4/2022,Sungai Selangor Fasa 1,40,0.024,9.19,5.09,0.76,0.71,,
3/4/2022,Sungai Selangor Fasa 1,47,0.049,11.31,5.17,0.91,0.70,,
4/4/2022,Sungai Selangor Fasa 1,38,0.024,11.41,4.86,0.80,1.40,,
5/4/2022,Sungai Selangor Fasa 1,42,0.024,10.97,4.77,0.76,1.40,,
6/4/2022,Sungai Selangor Fasa 1,39,0.024,12.03,4.46,0.86,0.83,,
7/4/2022,Sungai Selangor Fasa 1,38,0.024,10.59,3.30,0.76,1.29,,
8/4/2022,Sungai Selangor Fasa 1,34,0.048,12.21,4.52,0.89,1.39,,
9/4/2022,Sungai Selangor Fasa 1,30,0.074,10.04,4.53,0.94,1.19,,
10/4/2022,Sungai Selangor Fasa 1,30,0.025,14.47,4.66,0.81,0.95,,
11/4/2022,Sungai Selangor Fasa 1,41,0.024,12.83,4.75,0.86,1.04,,
12/4/2022,Sungai Selangor Fasa 1,36,0.048,11.28,4.52,0.86,1.16,,
13/4/2022,Sungai Selangor Fasa 1,31,0.005,10.18,4.79,0.76,1.19,,
14/4/2022,Sungai Selangor Fasa 1,34,0.048,10.40,4.79,0.88,1.35,,
15/4/2022,Sungai Selangor Fasa 1,35,0.024,9.75,5.09,0.80,1.38,,
16/4/2022,Sungai Selangor Fasa 1,35,0.024,11.00,4.64,0.76,1.40,,
17/4/2022,Sungai Selangor Fasa 1,35,0.048,11.82,4.80,0.84,1.38,,
18/4/2022,Sungai Selangor Fasa 1,37,0.048,8.91,4.72,0.77,1.39,,
19/4/2022,Sungai Selangor Fasa 1,36,0.024,14.48,5.01,0.86,1.15,,
20/4/2022,Sungai Selangor Fasa 1,40,0.048,10.17,5.01,0.81,1.15,,
21/4/2022,Sungai Selangor Fasa 1,31,0.024,11.25,4.81,0.90,1.15,,
22/4/2022,Sungai Selangor Fasa 1,37,0.049,10.97,5.19,0.91,1.17,,
23/4/2022,Sungai Selangor Fasa 1,39,0.005,10.29,4.87,0.75,1.39,,
24/4/2022,Sungai Selangor Fasa 1,38,0.048,11.30,4.82,0.87,1.27,,
25/4/2022,Sungai Selangor Fasa 1,40,0.048,12.66,4.93,0.84,1.37,,
26/4/2022,Sungai Selangor Fasa 1,40,0.005,12.72,4.75,0.87,1.39,,
27/4/2022,Sungai Selangor Fasa 1,37,0.048,10.81,5.10,0.87,1.39,,
28/4/2022,Sungai Selangor Fasa 1,39,0.005,14.94,5.21,0.91,1.25,,
29/4/2022,Sungai Selangor Fasa 1,40,0.024,11.55,4.76,0.92,1.41,,
30/4/2022,Sungai Selangor Fasa 1,39,0.049,16.96,4.15,0.86,1.16,,
1/5/2022,Sungai Selangor Fasa 1,38,0.049,8.56,3.92,0.73,1.17,,
2/5/2022,Sungai Selangor Fasa 1,41,0.049,7.06,4.12,0.77,1.30,,
3/5/2022,Sungai Selangor Fasa 1,39,0.055,11.04,4.19,0.67,1.33,,
4/5/2022,Sungai Selangor Fasa 1,34,0.005,7.34,4.22,0.60,1.21,,
5/5/2022,Sungai Selangor Fasa 1,43,0.074,8.31,4.27,0.93,1.42,,
6/5/2022,Sungai Selangor Fasa 1,33,0.025,7.33,4.46,0.78,0.71,,
7/5/2022,Sungai Selangor Fasa 1,29,0.025,12.78,3.33,0.82,0.72,,
8/5/2022,Sungai Selangor Fasa 1,27,0.005,13.42,4.58,0.73,0.49,,
9/5/2022,Sungai Selangor Fasa 1,30,0.049,12.67,4.41,0.76,0.51,,
10/5/2022,Sungai Selangor Fasa 1,31,0.050,7.52,4.45,0.77,0.85,,
11/5/2022,Sungai Selangor Fasa 1,35,0.025,8.86,4.63,0.82,0.72,,
12/5/2022,Sungai Selangor Fasa 1,33,0.024,9.56,3.89,0.72,1.17,,
13/5/2022,Sungai Selangor Fasa 1,37,0.050,10.50,4.28,0.75,1.45,,
14/5/2022,Sungai Selangor Fasa 1,36,0.005,11.38,4.27,0.75,1.42,,
15/5/2022,Sungai Selangor Fasa 1,36,0.049,9.91,4.39,0.83,1.42,,
16/5/2022,Sungai Selangor Fasa 1,44,0.025,14.72,4.36,0.82,1.44,,
17/5/2022,Sungai Selangor Fasa 1,50,0.024,9.61,4.07,0.74,1.06,,
18/5/2022,Sungai Selangor Fasa 1,34,0.024,10.62,4.26,0.81,1.39,,
19/5/2022,Sungai Selangor Fasa 1,32,0.048,9.73,4.62,0.79,1.16,,
20/5/2022,Sungai Selangor Fasa 1,32,0.025,10.86,4.62,0.82,1.12,,
21/5/2022,Sungai Selangor Fasa 1,31,0.075,13.12,4.52,0.83,1.44,,
22/5/2022,Sungai Selangor Fasa 1,33,0.005,10.82,4.01,0.79,1.43,,
23/5/2022,Sungai Selangor Fasa 1,30,0.025,13.29,4.80,0.85,1.25,,
24/5/2022,Sungai Selangor Fasa 1,32,0.074,13.84,4.44,0.89,1.35,,
25/5/2022,Sungai Selangor Fasa 1,45,0.025,10.74,4.39,0.76,1.41,,
26/5/2022,Sungai Selangor Fasa 1,36,0.005,12.09,4.03,0.84,1.41,,
27/5/2022,Sungai Selangor Fasa 1,36,0.073,7.84,4.10,0.81,1.41,,
28/5/2022,Sungai Selangor Fasa 1,34,0.024,8.27,4.46,0.80,1.39,,
29/5/2022,Sungai Selangor Fasa 1,35,0.024,12.68,4.41,0.98,1.40,,
30/5/2022,Sungai Selangor Fasa 1,35,0.050,10.03,4.53,0.75,1.45,,
31/5/2022,Sungai Selangor Fasa 1,30,0.049,13.52,4.28,0.91,1.42,,
1/6/2022,Sungai Selangor Fasa 1,30,0.049,9.97,4.42,0.76,1.42,,
2/6/2022,Sungai Selangor Fasa 1,30,0.050,11.49,4.47,0.85,1.43,,
3/6/2022,Sungai Selangor Fasa 1,29,0.025,9.40,4.45,0.77,1.43,,
4/6/2022,Sungai Selangor Fasa 1,27,0.025,11.40,4.00,0.91,1.44,,
5/6/2022,Sungai Selangor Fasa 1,27,0.025,12.47,4.10,0.77,1.41,,
6/6/2022,Sungai Selangor Fasa 1,27,0.050,13.12,4.64,0.92,1.43,,
7/6/2022,Sungai Selangor Fasa 1,36,0.025,9.89,3.39,0.83,1.31,,
8/6/2022,Sungai Selangor Fasa 1,36,0.096,12.12,4.39,0.78,1.27,,
9/6/2022,Sungai Selangor Fasa 1,43,0.005,9.65,4.40,0.87,1.33,,
10/6/2022,Sungai Selangor Fasa 1,41,0.005,11.80,4.12,0.93,1.30,,
11/6/2022,Sungai Selangor Fasa 1,42,0.099,9.60,4.13,0.80,1.30,,
12/6/2022,Sungai Selangor Fasa 1,44,0.005,9.79,3.91,0.77,1.42,,
13/6/2022,Sungai Selangor Fasa 1,35,0.049,11.47,4.20,0.80,1.41,,
14/6/2022,Sungai Selangor Fasa 1,36,0.025,14.41,3.98,0.80,1.43,,
15/6/2022,Sungai Selangor Fasa 1,33,0.050,11.37,4.40,0.72,1.43,,
16/6/2022,Sungai Selangor Fasa 1,32,0.024,15.02,4.04,0.86,1.40,,
17/6/2022,Sungai Selangor Fasa 1,30,0.025,10.58,4.45,0.84,1.43,,
18/6/2022,Sungai Selangor Fasa 1,36,0.049,11.27,3.90,0.76,1.42,,
19/6/2022,Sungai Selangor Fasa 1,32,0.049,8.60,3.62,0.86,1.41,,
20/6/2022,Sungai Selangor Fasa 1,36,0.048,11.41,4.27,0.85,1.39,,
21/6/2022,Sungai Selangor Fasa 1,37,0.049,9.26,3.91,0.75,1.40,,
22/6/2022,Sungai Selangor Fasa 1,31,0.049,11.47,4.11,0.81,1.40,,
23/6/2022,Sungai Selangor Fasa 1,30,0.024,9.79,3.89,0.77,1.37,,
24/6/2022,Sungai Selangor Fasa 1,43,0.053,10.95,4.26,0.73,1.52,,
25/6/2022,Sungai Selangor Fasa 1,29,0.005,12.82,4.09,0.80,1.51,,
26/6/2022,Sungai Selangor Fasa 1,33,0.025,12.04,4.15,0.90,1.89,,
27/6/2022,Sungai Selangor Fasa 1,29,0.096,15.73,3.98,0.78,1.38,,
28/6/2022,Sungai Selangor Fasa 1,25,0.024,11.03,4.06,0.83,1.40,,
29/6/2022,Sungai Selangor Fasa 1,29,0.005,11.69,4.01,0.78,1.41,,
30/6/2022,Sungai Selangor Fasa 1,27,0.049,12.73,4.08,0.73,1.41,,
1/7/2022,Sungai Selangor Fasa 1,27,0.005,10.92,4.08,0.70,1.29,,
2/7/2022,Sungai Selangor Fasa 1,27,0.073,10.49,4.24,0.82,1.29,,
3/7/2022,Sungai Selangor Fasa 1,27,0.026,12.60,4.04,0.65,1.49,,
4/7/2022,Sungai Selangor Fasa 1,28,0.072,11.09,3.96,0.79,1.38,,
5/7/2022,Sungai Selangor Fasa 1,29,0.024,9.75,4.33,0.64,1.39,,
6/7/2022,Sungai Selangor Fasa 1,24,0.005,11.75,4.58,0.73,1.43,,
7/7/2022,Sungai Selangor Fasa 1,29,0.049,13.81,3.36,0.63,1.42,,
8/7/2022,Sungai Selangor Fasa 1,34,0.025,8.68,4.27,0.76,1.42,,
9/7/2022,Sungai Selangor Fasa 1,33,0.052,13.30,4.27,0.76,1.50,,
10/7/2022,Sungai Selangor Fasa 1,27,0.026,9.58,4.03,0.81,1.51,,
11/7/2022,Sungai Selangor Fasa 1,26,0.024,12.89,3.94,0.72,1.36,,
12/7/2022,Sungai Selangor Fasa 1,29,0.025,13.39,4.14,0.74,1.44,,
13/7/2022,Sungai Selangor Fasa 1,30,0.025,10.08,4.49,0.80,1.46,,
14/7/2022,Sungai Selangor Fasa 1,31,0.050,9.41,4.14,0.51,1.44,,
15/7/2022,Sungai Selangor Fasa 1,32,0.050,10.10,3.90,0.82,1.44,,
16/7/2022,Sungai Selangor Fasa 1,27,0.005,5.89,4.29,0.72,1.41,,
17/7/2022,Sungai Selangor Fasa 1,28,0.051,11.44,3.96,0.79,1.48,,
18/7/2022,Sungai Selangor Fasa 1,25,0.025,11.38,4.05,0.69,1.41,,
19/7/2022,Sungai Selangor Fasa 1,31,0.005,12.48,3.92,0.76,1.42,,
20/7/2022,Sungai Selangor Fasa 1,28,0.049,8.06,4.08,0.85,1.42,,
21/7/2022,Sungai Selangor Fasa 1,29,0.005,15.02,4.18,0.74,1.43,,
22/7/2022,Sungai Selangor Fasa 1,34,0.081,14.29,4.39,0.71,1.43,,
23/7/2022,Sungai Selangor Fasa 1,45,0.050,10.10,4.55,0.89,1.25,,
24/7/2022,Sungai Selangor Fasa 1,44,0.049,11.09,4.61,0.74,1.23,,
25/7/2022,Sungai Selangor Fasa 1,44,0.024,15.13,4.51,0.65,1.36,,
26/7/2022,Sungai Selangor Fasa 1,35,0.075,13.53,4.38,0.79,1.41,,
27/7/2022,Sungai Selangor Fasa 1,34,0.049,11.88,4.50,0.87,1.42,,
28/7/2022,Sungai Selangor Fasa 1,35,0.051,18.21,4.52,0.80,1.46,,
29/7/2022,Sungai Selangor Fasa 1,34,0.025,11.60,4.54,0.82,1.41,,
30/7/2022,Sungai Selangor Fasa 1,38,0.053,9.93,4.44,0.85,1.52,,
31/7/2022,Sungai Selangor Fasa 1,32,0.024,12.32,4.70,0.78,1.31,,
1/8/2022,Sungai Selangor Fasa 1,29,0.048,10.51,3.98,0.73,1.31,,
2/8/2022,Sungai Selangor Fasa 1,33,0.051,11.80,4.40,0.83,1.47,,
3/8/2022,Sungai Selangor Fasa 1,35,0.005,9.30,4.27,0.71,1.39,,
4/8/2022,Sungai Selangor Fasa 1,39,0.025,9.43,4.64,0.84,1.44,,
5/8/2022,Sungai Selangor Fasa 1,33,0.025,12.31,4.37,0.74,1.46,,
6/8/2022,Sungai Selangor Fasa 1,37,0.051,11.63,4.03,0.82,1.48,,
7/8/2022,Sungai Selangor Fasa 1,32,0.025,11.59,4.37,0.81,1.43,,
8/8/2022,Sungai Selangor Fasa 1,32,0.025,12.97,4.20,0.82,1.37,,
9/8/2022,Sungai Selangor Fasa 1,31,0.049,15.16,4.42,0.88,1.24,,
10/8/2022,Sungai Selangor Fasa 1,29,0.024,10.20,3.76,0.82,1.41,,
11/8/2022,Sungai Selangor Fasa 1,29,0.025,8.68,4.11,0.73,1.43,,
12/8/2022,Sungai Selangor Fasa 1,29,0.050,11.70,4.14,0.74,1.20,,
13/8/2022,Sungai Selangor Fasa 1,29,0.049,11.01,4.26,0.77,0.94,,
14/8/2022,Sungai Selangor Fasa 1,36,0.005,12.50,5.10,0.69,0.95,,
15/8/2022,Sungai Selangor Fasa 1,37,0.053,10.61,4.62,0.78,1.09,,
16/8/2022,Sungai Selangor Fasa 1,38,0.049,10.88,4.57,0.75,1.06,,
17/8/2022,Sungai Selangor Fasa 1,38,0.049,11.83,5.06,0.86,1.07,,
18/8/2022,Sungai Selangor Fasa 1,39,0.056,11.65,4.74,0.77,1.21,,
19/8/2022,Sungai Selangor Fasa 1,31,0.025,10.87,4.74,0.92,1.09,,
20/8/2022,Sungai Selangor Fasa 1,36,0.024,9.72,3.99,0.77,1.05,,
21/8/2022,Sungai Selangor Fasa 1,39,0.050,11.58,4.82,0.94,1.13,,
22/8/2022,Sungai Selangor Fasa 1,42,0.026,12.72,4.54,0.79,1.13,,
23/8/2022,Sungai Selangor Fasa 1,38,0.024,13.24,4.29,0.82,1.00,,
24/8/2022,Sungai Selangor Fasa 1,35,0.051,8.23,4.68,0.73,1.10,,
25/8/2022,Sungai Selangor Fasa 1,43,0.049,11.36,4.24,0.80,1.05,,
26/8/2022,Sungai Selangor Fasa 1,36,0.051,13.58,4.66,0.80,1.06,,
27/8/2022,Sungai Selangor Fasa 1,36,0.005,11.42,4.48,0.78,1.19,,
28/8/2022,Sungai Selangor Fasa 1,45,0.026,19.79,4.85,0.82,1.38,,
29/8/2022,Sungai Selangor Fasa 1,45,0.025,11.16,4.08,0.71,1.31,,
30/8/2022,Sungai Selangor Fasa 1,29,0.024,14.31,4.30,0.84,1.29,,
31/8/2022,Sungai Selangor Fasa 1,41,0.005,16.03,4.56,0.90,1.29,,
1/9/2022,Sungai Selangor Fasa 1,41,0.005,15.80,4.78,0.88,1.29,,
2/9/2022,Sungai Selangor Fasa 1,37,0.050,16.76,4.64,0.79,1.20,,
3/9/2022,Sungai Selangor Fasa 1,37,0.025,16.41,4.26,0.74,1.19,,
4/9/2022,Sungai Selangor Fasa 1,39,0.099,9.60,4.44,0.81,1.19,,
5/9/2022,Sungai Selangor Fasa 1,35,0.005,10.69,4.74,0.74,1.20,,
6/9/2022,Sungai Selangor Fasa 1,36,0.077,11.58,4.82,0.68,1.23,,
7/9/2022,Sungai Selangor Fasa 1,38,0.005,10.18,4.56,0.71,1.21,,
8/9/2022,Sungai Selangor Fasa 1,36,0.074,10.32,4.32,0.81,1.18,,
9/9/2022,Sungai Selangor Fasa 1,35,0.005,11.75,3.99,0.85,1.18,,
10/9/2022,Sungai Selangor Fasa 1,40,0.051,10.30,4.26,0.80,1.21,,
11/9/2022,Sungai Selangor Fasa 1,37,0.025,13.73,4.08,0.71,1.21,,
12/9/2022,Sungai Selangor Fasa 1,32,0.052,8.94,4.03,0.87,1.24,,
13/9/2022,Sungai Selangor Fasa 1,34,0.050,16.65,4.34,0.71,1.20,,
14/9/2022,Sungai Selangor Fasa 1,36,0.026,11.68,4.43,0.75,1.25,,
15/9/2022,Sungai Selangor Fasa 1,35,0.025,14.70,4.27,0.77,1.21,,
16/9/2022,Sungai Selangor Fasa 1,34,0.026,13.99,4.20,0.88,1.24,,
17/9/2022,Sungai Selangor Fasa 1,35,0.005,13.65,4.25,0.79,1.21,,
18/9/2022,Sungai Selangor Fasa 1,35,0.025,19.59,4.54,0.80,1.18,,
19/9/2022,Sungai Selangor Fasa 1,35,0.005,10.06,4.48,0.81,1.09,,
20/9/2022,Sungai Selangor Fasa 1,33,0.050,11.75,4.20,0.77,1.07,,
21/9/2022,Sungai Selangor Fasa 1,31,0.050,9.52,3.95,0.79,1.19,,
22/9/2022,Sungai Selangor Fasa 1,31,0.050,12.67,4.28,0.82,1.19,,
23/9/2022,Sungai Selangor Fasa 1,33,0.005,9.26,4.85,0.77,1.18,,
24/9/2022,Sungai Selangor Fasa 1,33,0.050,12.91,4.55,0.78,1.20,,
25/9/2022,Sungai Selangor Fasa 1,31,0.074,9.18,4.35,0.82,1.19,,
26/9/2022,Sungai Selangor Fasa 1,37,0.005,9.75,4.68,0.86,1.27,,
27/9/2022,Sungai Selangor Fasa 1,31,0.050,9.31,4.30,0.74,1.20,,
28/9/2022,Sungai Selangor Fasa 1,30,0.005,9.51,4.35,0.78,1.20,,
29/9/2022,Sungai Selangor Fasa 1,35,0.074,9.91,4.59,0.75,1.12,,
30/9/2022,Sungai Selangor Fasa 1,35,0.005,9.79,4.46,0.75,1.27,,
1/10/2022,Sungai Selangor Fasa 1,30,0.075,11.16,4.54,0.86,1.20,,
2/10/2022,Sungai Selangor Fasa 1,35,0.025,11.98,4.68,0.86,0.85,,
3/10/2022,Sungai Selangor Fasa 1,31,0.051,14.77,4.50,0.88,1.23,,
4/10/2022,Sungai Selangor Fasa 1,26,0.024,10.41,4.19,0.76,1.17,,
5/10/2022,Sungai Selangor Fasa 1,39,0.025,14.33,4.49,0.81,1.00,,
6/10/2022,Sungai Selangor Fasa 1,36,0.024,10.26,4.71,0.76,1.16,,
7/10/2022,Sungai Selangor Fasa 1,35,0.025,14.03,4.21,0.70,1.21,,
8/10/2022,Sungai Selangor Fasa 1,38,0.028,8.69,4.06,0.78,1.29,,
9/10/2022,Sungai Selangor Fasa 1,27,0.005,14.19,4.94,0.74,1.04,,
10/10/2022,Sungai Selangor Fasa 1,35,0.049,12.23,5.59,0.74,1.28,,
11/10/2022,Sungai Selangor Fasa 1,33,0.051,12.10,4.05,0.74,0.98,,
12/10/2022,Sungai Selangor Fasa 1,31,0.099,8.31,4.51,0.89,1.43,,
13/10/2022,Sungai Selangor Fasa 1,38,0.005,12.39,4.66,0.74,1.42,,
14/10/2022,Sungai Selangor Fasa 1,42,0.025,15.60,3.92,0.77,1.44,,
15/10/2022,Sungai Selangor Fasa 1,40,0.025,12.04,4.13,0.82,1.45,,
16/10/2022,Sungai Selangor Fasa 1,39,0.072,11.10,4.20,0.76,1.38,,
17/10/2022,Sungai Selangor Fasa 1,43,0.050,10.79,4.59,0.82,1.44,,
18/10/2022,Sungai Selangor Fasa 1,40,0.005,11.30,4.20,0.74,1.42,,
19/10/2022,Sungai Selangor Fasa 1,37,0.049,10.12,4.19,0.83,1.42,,
20/10/2022,Sungai Selangor Fasa 1,32,0.005,10.61,4.20,0.81,1.42,,
21/10/2022,Sungai Selangor Fasa 1,33,0.050,9.68,3.91,0.61,1.44,,
22/10/2022,Sungai Selangor Fasa 1,31,0.049,9.61,4.24,0.80,1.42,,
23/10/2022,Sungai Selangor Fasa 1,28,0.049,11.64,4.22,0.84,1.40,,
24/10/2022,Sungai Selangor Fasa 1,32,0.025,10.54,4.23,0.76,1.46,,
25/10/2022,Sungai Selangor Fasa 1,44,0.024,9.97,4.40,0.85,1.41,,
26/10/2022,Sungai Selangor Fasa 1,39,0.005,10.02,4.19,0.79,1.39,,
27/10/2022,Sungai Selangor Fasa 1,35,0.049,11.45,4.19,0.78,1.40,,
28/10/2022,Sungai Selangor Fasa 1,38,0.025,11.40,4.45,0.84,1.42,,
29/10/2022,Sungai Selangor Fasa 1,47,0.050,8.78,3.74,0.84,1.43,,
30/10/2022,Sungai Selangor Fasa 1,40,0.050,11.20,3.99,0.76,1.43,,
31/10/2022,Sungai Selangor Fasa 1,32,0.005,11.36,3.83,0.77,1.44,,
1/11/2022,Sungai Selangor Fasa 1,32,0.049,8.89,4.27,0.80,1.40,,
2/11/2022,Sungai Selangor Fasa 1,32,0.005,11.54,4.06,0.72,1.43,,
3/11/2022,Sungai Selangor Fasa 1,33,0.005,11.54,4.21,0.85,1.35,,
4/11/2022,Sungai Selangor Fasa 1,33,0.099,8.71,4.16,0.92,1.43,,
5/11/2022,Sungai Selangor Fasa 1,35,0.005,17.62,3.98,0.81,1.21,,
6/11/2022,Sungai Selangor Fasa 1,32,0.098,16.77,4.19,0.85,1.41,,
7/11/2022,Sungai Selangor Fasa 1,34,0.005,10.07,4.19,0.86,1.41,,
8/11/2022,Sungai Selangor Fasa 1,29,0.049,10.39,4.16,0.72,1.41,,
9/11/2022,Sungai Selangor Fasa 1,34,0.049,11.80,4.16,0.74,1.42,,
10/11/2022,Sungai Selangor Fasa 1,42,0.049,9.48,4.27,0.81,1.40,,
11/11/2022,Sungai Selangor Fasa 1,46,0.049,12.60,4.35,0.60,1.41,,
12/11/2022,Sungai Selangor Fasa 1,51,0.049,12.97,4.33,0.88,1.42,,
13/11/2022,Sungai Selangor Fasa 1,45,0.050,13.42,3.94,0.94,1.43,,
14/11/2022,Sungai Selangor Fasa 1,34,0.049,14.00,4.26,0.89,1.42,,
15/11/2022,Sungai Selangor Fasa 1,36,0.049,12.72,4.35,0.84,1.42,,
16/11/2022,Sungai Selangor Fasa 1,42,0.025,13.38,4.25,0.84,1.43,,
17/11/2022,Sungai Selangor Fasa 1,33,0.050,12.75,4.36,0.94,1.43,,
18/11/2022,Sungai Selangor Fasa 1,37,0.024,11.33,4.37,0.85,1.40,,
19/11/2022,Sungai Selangor Fasa 1,47,0.025,13.60,4.35,0.86,1.42,,
20/11/2022,Sungai Selangor Fasa 1,50,0.005,12.69,4.85,0.93,1.33,,
21/11/2022,Sungai Selangor Fasa 1,50,0.049,13.35,4.09,0.79,1.30,,
