,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
65,Ampang Intake,14/3/2021,,,,,,,,2.04,,,,,,,,8.44,,1.82,,,,,,,,,8.0,,,,,,0.27,,,,,,,,,3.01,,,,,,,,10.6,,2.5,,,,,,,,,10.0,,,,,,0.43,,,,,,,,,0.83,,,,,,,,5.86,,1.0,,,,,,,,,5.56,,,,,,0.07,
66,Ampang Intake,14/4/2021,,,,,,,,2.69,,,,,,,,22.58,,2.05,,,,,,,,,16.72,,,,,,0.38,,,,,,,,,5.31,,,,,,,,57.4,,3.4,,,,,,,,,44.7,,,,,,0.65,,,,,,,,,1.29,,,,,,,,11.5,,1.2,,,,,,,,,7.86,,,,,,0.22,
67,Ampang Intake,14/5/2021,,,,,,,,3.07,,,,,,,,19.37,,2.01,,,,,,,,,17.18,,,,,,0.4,,,,,,,,,4.56,,,,,,,,39.1,,3.5,,,,,,,,,29.3,,,,,,0.65,,,,,,,,,1.31,,,,,,,,8.96,,0.9,,,,,,,,,9.55,,,,,,0.17,
68,Ampang Intake,14/6/2021,,,,,,,,2.46,,,,,,,,16.2,,1.92,,,,,,,,,13.8,,,,,,0.34,,,,,,,,,4.18,,,,,,,,29.3,,3.39,,,,,,,,,26.5,,,,,,0.6,,,,,,,,,1.43,,,,,,,,8.84,,0.59,,,,,,,,,9.03,,,,,,0.1,
69,Ampang Intake,14/7/2021,,,,,,,,2.39,,,,,,,,10.1,,1.93,,,,,,,,,8.99,,,,,,0.34,,,,,,,,,3.15,,,,,,,,11.7,,2.67,,,,,,,,,11.0,,,,,,0.46,,,,,,,,,1.41,,,,,,,,7.94,,0.51,,,,,,,,,6.87,,,,,,0.12,
70,Ampang Intake,14/8/2021,,,,,,,,1.98,,,,,,,,10.05,,1.66,,,,,,,,,6.96,,,,,,0.32,,,,,,,,,2.37,,,,,,,,11.88,,2.36,,,,,,,,,8.27,,,,,,0.46,,,,,,,,,1.31,,,,,,,,8.1,,0.59,,,,,,,,,6.23,,,,,,0.14,
71,Ampang Intake,14/9/2021,,,,,,,,1.79,,,,,,,,8.52,,1.72,,,,,,,,,7.32,,,,,,0.28,,,,,,,,,2.17,,,,,,,,9.64,,2.27,,,,,,,,,7.88,,,,,,0.37,,,,,,,,,1.41,,,,,,,,7.51,,0.51,,,,,,,,,6.61,,,,,,0.08,
72,Ampang Intake,15/1/2021,,,,,,,,0.0,,,,,,,,10.86,,1.77,,,,,,,,,8.88,,,,,,0.3,,,,,,,,,0.0,,,,,,,,12.9,,2.2,,,,,,,,,10.6,,,,,,0.39,,,,,,,,,0.0,,,,,,,,6.08,,0.9,,,,,,,,,5.74,,,,,,0.11,
73,Ampang Intake,15/10/2021,,,,,,,,1.51,,,,,,,,7.46,,1.46,,,,,,,,,6.56,,,,,,0.25,,,,,,,,,1.9,,,,,,,,7.61,,1.93,,,,,,,,,6.7,,,,,,0.3,,,,,,,,,0.79,,,,,,,,7.33,,0.47,,,,,,,,,6.45,,,,,,0.07,
74,Ampang Intake,15/11/2021,,,,,,,,1.46,,,,,,,,7.19,,1.55,,,,,,,,,6.47,,,,,,0.24,,,,,,,,,1.64,,,,,,,,8.01,,1.87,,,,,,,,,7.13,,,,,,0.3,,,,,,,,,1.32,,,,,,,,6.26,,0.73,,,,,,,,,5.89,,,,,,0.11,
75,Ampang Intake,15/12/2021,,,,,,,,2.1,,,,,,,,16.37,,2.41,,,,,,,,,13.0,,,,,,0.51,,,,,,,,,2.43,,,,,,,,22.36,,3.28,,,,,,,,,17.68,,,,,,0.68,,,,,,,,,1.69,,,,,,,,12.1,,1.59,,,,,,,,,9.7,,,,,,0.25,
76,Ampang Intake,15/2/2021,,,,,,,,0.0,,,,,,,,16.6,,2.23,,,,,,,,,14.67,,,,,,0.39,,,,,,,,,0.0,,,,,,,,21.2,,2.6,,,,,,,,,17.9,,,,,,0.46,,,,,,,,,0.0,,,,,,,,9.39,,1.1,,,,,,,,,9.89,,,,,,0.17,
77,Ampang Intake,15/3/2021,,,,,,,,2.36,,,,,,,,8.36,,1.7,,,,,,,,,7.64,,,,,,0.3,,,,,,,,,3.18,,,,,,,,9.31,,2.4,,,,,,,,,8.43,,,,,,0.41,,,,,,,,,1.26,,,,,,,,7.79,,0.9,,,,,,,,,7.23,,,,,,0.16,
78,Ampang Intake,15/4/2021,,,,,,,,2.78,,,,,,,,14.93,,2.02,,,,,,,,,10.84,,,,,,0.33,,,,,,,,,3.9,,,,,,,,16.3,,3.2,,,,,,,,,12.0,,,,,,0.52,,,,,,,,,1.49,,,,,,,,13.2,,1.0,,,,,,,,,9.23,,,,,,0.19,
79,Ampang Intake,15/5/2021,,,,,,,,2.43,,,,,,,,14.03,,1.8,,,,,,,,,10.16,,,,,,0.34,,,,,,,,,4.11,,,,,,,,20.1,,2.6,,,,,,,,,13.6,,,,,,0.52,,,,,,,,,1.1,,,,,,,,11.1,,0.8,,,,,,,,,8.33,,,,,,0.15,
80,Ampang Intake,15/6/2021,,,,,,,,2.11,,,,,,,,10.99,,1.67,,,,,,,,,9.01,,,,,,0.32,,,,,,,,,3.35,,,,,,,,16.0,,2.48,,,,,,,,,11.1,,,,,,0.44,,,,,,,,,1.39,,,,,,,,8.34,,0.54,,,,,,,,,6.83,,,,,,0.13,
81,Ampang Intake,15/7/2021,,,,,,,,2.5,,,,,,,,8.75,,2.0,,,,,,,,,7.8,,,,,,0.34,,,,,,,,,3.07,,,,,,,,10.5,,2.52,,,,,,,,,8.8,,,,,,0.43,,,,,,,,,1.34,,,,,,,,7.35,,0.48,,,,,,,,,6.5,,,,,,0.11,
82,Ampang Intake,15/8/2021,,,,,,,,1.77,,,,,,,,12.87,,1.62,,,,,,,,,9.81,,,,,,0.28,,,,,,,,,2.32,,,,,,,,20.91,,2.1,,,,,,,,,12.94,,,,,,0.39,,,,,,,,,1.24,,,,,,,,7.1,,0.5,,,,,,,,,6.03,,,,,,0.08,
83,Ampang Intake,15/9/2021,,,,,,,,1.52,,,,,,,,11.56,,1.55,,,,,,,,,9.02,,,,,,0.26,,,,,,,,,2.23,,,,,,,,17.7,,2.31,,,,,,,,,15.62,,,,,,0.43,,,,,,,,,0.59,,,,,,,,7.58,,0.54,,,,,,,,,6.06,,,,,,0.08,
84,Ampang Intake,16/1/2021,,,,,,,,0.0,,,,,,,,85.97,,1.82,,,,,,,,,8.94,,,,,,0.31,,,,,,,,,0.0,,,,,,,,914.0,,2.4,,,,,,,,,9.49,,,,,,0.4,,,,,,,,,0.0,,,,,,,,9.08,,0.8,,,,,,,,,8.23,,,,,,0.1,
85,Ampang Intake,16/10/2021,,,,,,,,1.21,,,,,,,,7.41,,1.48,,,,,,,,,6.52,,,,,,0.26,,,,,,,,,1.46,,,,,,,,8.11,,2.08,,,,,,,,,7.14,,,,,,0.32,,,,,,,,,0.77,,,,,,,,6.8,,0.47,,,,,,,,,5.99,,,,,,0.07,
86,Ampang Intake,16/11/2021,,,,,,,,1.67,,,,,,,,9.71,,1.56,,,,,,,,,7.0,,,,,,0.28,,,,,,,,,2.19,,,,,,,,12.18,,2.27,,,,,,,,,9.24,,,,,,0.42,,,,,,,,,1.39,,,,,,,,7.15,,1.22,,,,,,,,,1.68,,,,,,0.13,
87,Ampang Intake,16/12/2021,,,,,,,,1.96,,,,,,,,16.37,,2.08,,,,,,,,,12.13,,,,,,0.45,,,,,,,,,2.18,,,,,,,,24.06,,2.96,,,,,,,,,14.77,,,,,,0.61,,,,,,,,,1.64,,,,,,,,12.23,,1.33,,,,,,,,,10.59,,,,,,0.21,
88,Ampang Intake,16/2/2021,,,,,,,,0.0,,,,,,,,11.52,,1.62,,,,,,,,,8.83,,,,,,0.26,,,,,,,,,0.0,,,,,,,,13.9,,2.5,,,,,,,,,10.4,,,,,,0.37,,,,,,,,,0.0,,,,,,,,8.7,,0.8,,,,,,,,,6.5,,,,,,0.1,
89,Ampang Intake,16/3/2021,,,,,,,,2.38,,,,,,,,13.99,,1.88,,,,,,,,,11.83,,,,,,0.32,,,,,,,,,2.97,,,,,,,,16.7,,2.5,,,,,,,,,14.6,,,,,,0.41,,,,,,,,,1.32,,,,,,,,12.6,,0.9,,,,,,,,,9.47,,,,,,0.17,
90,Ampang Intake,16/4/2021,,,,,,,,2.91,,,,,,,,18.34,,1.92,,,,,,,,,14.92,,,,,,0.35,,,,,,,,,4.01,,,,,,,,29.5,,2.6,,,,,,,,,22.2,,,,,,0.49,,,,,,,,,1.46,,,,,,,,13.8,,1.0,,,,,,,,,10.1,,,,,,0.18,
91,Ampang Intake,16/5/2021,,,,,,,,2.27,,,,,,,,12.45,,1.77,,,,,,,,,9.42,,,,,,0.32,,,,,,,,,3.08,,,,,,,,15.5,,2.5,,,,,,,,,10.3,,,,,,0.44,,,,,,,,,1.24,,,,,,,,8.35,,0.9,,,,,,,,,7.68,,,,,,0.17,
92,Ampang Intake,16/6/2021,,,,,,,,1.99,,,,,,,,10.25,,1.59,,,,,,,,,8.31,,,,,,0.27,,,,,,,,,3.17,,,,,,,,11.8,,2.42,,,,,,,,,9.82,,,,,,0.41,,,,,,,,,1.21,,,,,,,,8.41,,0.58,,,,,,,,,7.09,,,,,,0.09,
93,Ampang Intake,16/7/2021,,,,,,,,2.35,,,,,,,,8.8,,1.87,,,,,,,,,7.65,,,,,,0.32,,,,,,,,,3.04,,,,,,,,9.93,,2.47,,,,,,,,,8.68,,,,,,0.43,,,,,,,,,1.56,,,,,,,,8.3,,0.85,,,,,,,,,6.35,,,,,,0.13,
94,Ampang Intake,16/8/2021,,,,,,,,1.72,,,,,,,,14.52,,1.64,,,,,,,,,11.77,,,,,,0.31,,,,,,,,,2.22,,,,,,,,23.83,,2.08,,,,,,,,,16.2,,,,,,0.42,,,,,,,,,1.34,,,,,,,,8.3,,0.98,,,,,,,,,7.83,,,,,,0.17,
95,Ampang Intake,16/9/2021,,,,,,,,1.68,,,,,,,,9.54,,1.57,,,,,,,,,6.57,,,,,,0.27,,,,,,,,,1.99,,,,,,,,10.83,,2.32,,,,,,,,,7.64,,,,,,0.38,,,,,,,,,0.96,,,,,,,,7.66,,0.43,,,,,,,,,5.81,,,,,,0.06,
96,Ampang Intake,17/1/2021,,,,,,,,0.0,,,,,,,,12.65,,1.98,,,,,,,,,10.55,,,,,,0.33,,,,,,,,,0.0,,,,,,,,22.5,,2.6,,,,,,,,,13.2,,,,,,0.45,,,,,,,,,0.0,,,,,,,,8.55,,0.9,,,,,,,,,8.57,,,,,,0.16,
97,Ampang Intake,17/10/2021,,,,,,,,1.3,,,,,,,,7.19,,1.43,,,,,,,,,6.33,,,,,,0.23,,,,,,,,,1.39,,,,,,,,7.69,,1.98,,,,,,,,,6.77,,,,,,0.31,,,,,,,,,1.19,,,,,,,,6.59,,0.71,,,,,,,,,5.8,,,,,,0.11,
98,Ampang Intake,17/11/2021,,,,,,,,1.73,,,,,,,,8.99,,1.54,,,,,,,,,7.19,,,,,,0.3,,,,,,,,,2.12,,,,,,,,11.76,,1.99,,,,,,,,,8.87,,,,,,0.43,,,,,,,,,1.53,,,,,,,,7.95,,0.73,,,,,,,,,6.31,,,,,,0.13,
99,Ampang Intake,17/12/2021,,,,,,,,1.73,,,,,,,,16.5,,1.89,,,,,,,,,13.38,,,,,,0.44,,,,,,,,,2.24,,,,,,,,19.36,,2.79,,,,,,,,,15.04,,,,,,0.63,,,,,,,,,1.63,,,,,,,,12.53,,1.29,,,,,,,,,9.72,,,,,,0.2,
100,Ampang Intake,17/2/2021,,,,,,,,0.0,,,,,,,,12.62,,1.53,,,,,,,,,8.85,,,,,,0.22,,,,,,,,,0.0,,,,,,,,15.1,,2.3,,,,,,,,,9.98,,,,,,0.31,,,,,,,,,0.0,,,,,,,,7.61,,0.6,,,,,,,,,5.35,,,,,,0.1,
101,Ampang Intake,17/3/2021,,,,,,,,2.35,,,,,,,,12.19,,1.73,,,,,,,,,8.22,,,,,,0.28,,,,,,,,,3.08,,,,,,,,21.9,,2.6,,,,,,,,,10.2,,,,,,0.39,,,,,,,,,1.36,,,,,,,,8.4,,0.9,,,,,,,,,6.75,,,,,,0.17,
102,Ampang Intake,17/4/2021,,,,,,,,2.67,,,,,,,,21.68,,2.16,,,,,,,,,17.37,,,,,,0.35,,,,,,,,,3.75,,,,,,,,51.0,,3.0,,,,,,,,,35.4,,,,,,0.47,,,,,,,,,1.52,,,,,,,,11.2,,1.0,,,,,,,,,11.2,,,,,,0.19,
103,Ampang Intake,17/5/2021,,,,,,,,2.03,,,,,,,,15.63,,1.87,,,,,,,,,14.93,,,,,,0.27,,,,,,,,,3.42,,,,,,,,33.3,,3.5,,,,,,,,,30.7,,,,,,0.46,,,,,,,,,1.21,,,,,,,,8.18,,0.8,,,,,,,,,7.71,,,,,,0.15,
104,Ampang Intake,17/6/2021,,,,,,,,2.37,,,,,,,,11.34,,1.72,,,,,,,,,8.45,,,,,,0.31,,,,,,,,,3.26,,,,,,,,15.6,,2.39,,,,,,,,,10.7,,,,,,0.41,,,,,,,,,1.28,,,,,,,,9.07,,0.55,,,,,,,,,6.24,,,,,,0.13,
105,Ampang Intake,17/7/2021,,,,,,,,2.04,,,,,,,,10.95,,1.62,,,,,,,,,8.66,,,,,,0.31,,,,,,,,,2.9,,,,,,,,14.0,,2.15,,,,,,,,,9.82,,,,,,0.42,,,,,,,,,1.73,,,,,,,,7.75,,0.96,,,,,,,,,7.31,,,,,,0.2,
106,Ampang Intake,17/8/2021,,,,,,,,1.78,,,,,,,,11.98,,1.69,,,,,,,,,10.1,,,,,,0.31,,,,,,,,,2.08,,,,,,,,19.52,,2.19,,,,,,,,,14.32,,,,,,0.39,,,,,,,,,1.3,,,,,,,,9.6,,0.94,,,,,,,,,7.6,,,,,,0.16,
107,Ampang Intake,17/9/2021,,,,,,,,2.12,,,,,,,,9.62,,1.59,,,,,,,,,7.53,,,,,,0.28,,,,,,,,,7.02,,,,,,,,13.6,,2.22,,,,,,,,,8.98,,,,,,0.41,,,,,,,,,1.11,,,,,,,,7.9,,0.5,,,,,,,,,6.69,,,,,,0.07,
108,Ampang Intake,18/1/2021,,,,,,,,0.0,,,,,,,,11.92,,1.53,,,,,,,,,5.72,,,,,,0.26,,,,,,,,,0.0,,,,,,,,17.2,,2.3,,,,,,,,,12.3,,,,,,0.39,,,,,,,,,0.0,,,,,,,,6.72,,0.7,,,,,,,,,2.28,,,,,,0.13,
109,Ampang Intake,18/10/2021,,,,,,,,1.77,,,,,,,,10.6,,1.64,,,,,,,,,7.41,,,,,,0.31,,,,,,,,,2.05,,,,,,,,16.47,,2.1,,,,,,,,,8.53,,,,,,0.39,,,,,,,,,1.43,,,,,,,,7.49,,0.77,,,,,,,,,6.45,,,,,,0.12,
110,Ampang Intake,18/11/2021,,,,,,,,1.34,,,,,,,,7.9,,1.35,,,,,,,,,6.51,,,,,,0.25,,,,,,,,,1.44,,,,,,,,8.71,,1.77,,,,,,,,,7.0,,,,,,0.31,,,,,,,,,1.2,,,,,,,,7.18,,0.74,,,,,,,,,5.85,,,,,,0.11,
111,Ampang Intake,18/12/2021,,,,,,,,2.7,,,,,,,,14.62,,2.6,,,,,,,,,10.93,,,,,,0.52,,,,,,,,,7.12,,,,,,,,23.97,,4.77,,,,,,,,,18.84,,,,,,1.27,,,,,,,,,1.28,,,,,,,,5.85,,1.16,,,,,,,,,4.6,,,,,,0.18,
112,Ampang Intake,18/2/2021,,,,,,,,0.0,,,,,,,,11.67,,1.49,,,,,,,,,8.2,,,,,,0.25,,,,,,,,,0.0,,,,,,,,14.5,,2.2,,,,,,,,,9.82,,,,,,0.39,,,,,,,,,0.0,,,,,,,,7.36,,0.5,,,,,,,,,5.78,,,,,,0.08,
113,Ampang Intake,18/3/2021,,,,,,,,2.7,,,,,,,,11.38,,2.15,,,,,,,,,8.98,,,,,,0.38,,,,,,,,,2.86,,,,,,,,19.0,,2.4,,,,,,,,,14.7,,,,,,0.41,,,,,,,,,2.45,,,,,,,,8.0,,1.8,,,,,,,,,7.24,,,,,,0.33,
114,Ampang Intake,18/4/2021,,,,,,,,2.79,,,,,,,,12.79,,1.9,,,,,,,,,10.58,,,,,,0.27,,,,,,,,,3.61,,,,,,,,15.6,,3.2,,,,,,,,,12.8,,,,,,0.39,,,,,,,,,1.48,,,,,,,,9.49,,0.5,,,,,,,,,8.68,,,,,,0.08,
115,Ampang Intake,18/5/2021,,,,,,,,3.62,,,,,,,,23.42,,2.68,,,,,,,,,14.52,,,,,,0.42,,,,,,,,,5.84,,,,,,,,57.4,,4.8,,,,,,,,,35.1,,,,,,0.74,,,,,,,,,1.78,,,,,,,,14.7,,1.2,,,,,,,,,10.2,,,,,,0.23,
116,Ampang Intake,18/6/2021,,,,,,,,2.54,,,,,,,,9.41,,1.59,,,,,,,,,7.98,,,,,,0.3,,,,,,,,,3.37,,,,,,,,11.6,,2.49,,,,,,,,,9.73,,,,,,0.41,,,,,,,,,1.45,,,,,,,,8.48,,0.53,,,,,,,,,7.09,,,,,,0.13,
117,Ampang Intake,18/7/2021,,,,,,,,1.99,,,,,,,,8.24,,1.53,,,,,,,,,7.28,,,,,,0.27,,,,,,,,,2.37,,,,,,,,9.61,,2.0,,,,,,,,,9.08,,,,,,0.35,,,,,,,,,1.62,,,,,,,,7.08,,0.9,,,,,,,,,6.11,,,,,,0.16,
118,Ampang Intake,18/8/2021,,,,,,,,1.96,,,,,,,,15.87,,1.96,,,,,,,,,13.14,,,,,,0.33,,,,,,,,,2.99,,,,,,,,34.58,,3.07,,,,,,,,,32.91,,,,,,0.57,,,,,,,,,1.21,,,,,,,,8.52,,0.87,,,,,,,,,7.75,,,,,,0.15,
119,Ampang Intake,18/9/2021,,,,,,,,1.76,,,,,,,,10.98,,1.5,,,,,,,,,8.75,,,,,,0.27,,,,,,,,,2.17,,,,,,,,16.51,,2.24,,,,,,,,,14.25,,,,,,0.41,,,,,,,,,1.07,,,,,,,,8.35,,0.48,,,,,,,,,6.56,,,,,,0.07,
120,Ampang Intake,19/1/2021,,,,,,,,0.0,,,,,,,,11.23,,1.67,,,,,,,,,8.27,,,,,,0.24,,,,,,,,,0.0,,,,,,,,13.7,,2.4,,,,,,,,,9.64,,,,,,0.36,,,,,,,,,0.0,,,,,,,,6.07,,0.8,,,,,,,,,4.82,,,,,,0.15,
121,Ampang Intake,19/10/2021,,,,,,,,1.58,,,,,,,,11.38,,1.58,,,,,,,,,8.21,,,,,,0.25,,,,,,,,,1.7,,,,,,,,15.31,,2.0,,,,,,,,,11.89,,,,,,0.31,,,,,,,,,1.39,,,,,,,,8.45,,0.75,,,,,,,,,6.64,,,,,,0.12,
122,Ampang Intake,19/11/2021,,,,,,,,1.41,,,,,,,,8.22,,1.4,,,,,,,,,6.84,,,,,,0.25,,,,,,,,,1.59,,,,,,,,9.45,,1.92,,,,,,,,,7.78,,,,,,0.36,,,,,,,,,1.17,,,,,,,,7.11,,0.78,,,,,,,,,5.71,,,,,,0.12,
123,Ampang Intake,19/12/2021,,,,,,,,2.2,,,,,,,,17.36,,2.13,,,,,,,,,13.01,,,,,,0.48,,,,,,,,,3.85,,,,,,,,29.11,,3.49,,,,,,,,,18.84,,,,,,0.86,,,,,,,,,1.78,,,,,,,,13.84,,1.61,,,,,,,,,10.88,,,,,,0.3,
124,Ampang Intake,19/2/2021,,,,,,,,0.0,,,,,,,,10.71,,1.61,,,,,,,,,8.69,,,,,,0.27,,,,,,,,,0.0,,,,,,,,12.4,,2.3,,,,,,,,,9.47,,,,,,0.4,,,,,,,,,0.0,,,,,,,,6.38,,0.6,,,,,,,,,7.48,,,,,,0.11,
125,Ampang Intake,19/3/2021,,,,,,,,2.73,,,,,,,,14.13,,1.97,,,,,,,,,9.61,,,,,,0.36,,,,,,,,,2.92,,,,,,,,18.9,,2.4,,,,,,,,,12.8,,,,,,0.41,,,,,,,,,1.33,,,,,,,,9.74,,0.9,,,,,,,,,8.2,,,,,,0.17,
126,Ampang Intake,19/4/2021,,,,,,,,2.5,,,,,,,,11.45,,1.81,,,,,,,,,8.92,,,,,,0.23,,,,,,,,,3.59,,,,,,,,16.6,,3.1,,,,,,,,,10.4,,,,,,0.36,,,,,,,,,1.45,,,,,,,,6.9,,0.5,,,,,,,,,5.31,,,,,,0.08,
127,Ampang Intake,19/5/2021,,,,,,,,2.79,,,,,,,,13.22,,2.1,,,,,,,,,10.23,,,,,,0.33,,,,,,,,,3.67,,,,,,,,18.9,,3.0,,,,,,,,,12.2,,,,,,0.47,,,,,,,,,1.51,,,,,,,,7.89,,1.0,,,,,,,,,8.06,,,,,,0.13,
128,Ampang Intake,19/6/2021,,,,,,,,1.76,,,,,,,,12.47,,1.66,,,,,,,,,9.0,,,,,,0.32,,,,,,,,,2.22,,,,,,,,21.0,,2.35,,,,,,,,,13.8,,,,,,0.42,,,,,,,,,1.43,,,,,,,,8.91,,0.52,,,,,,,,,7.07,,,,,,0.12,
129,Ampang Intake,19/7/2021,,,,,,,,1.98,,,,,,,,7.89,,1.6,,,,,,,,,6.31,,,,,,0.31,,,,,,,,,2.51,,,,,,,,8.69,,2.17,,,,,,,,,6.83,,,,,,0.4,,,,,,,,,1.17,,,,,,,,7.06,,0.63,,,,,,,,,5.73,,,,,,0.15,
130,Ampang Intake,19/8/2021,,,,,,,,1.55,,,,,,,,9.24,,1.5,,,,,,,,,8.26,,,,,,0.26,,,,,,,,,2.23,,,,,,,,12.3,,2.17,,,,,,,,,9.84,,,,,,0.37,,,,,,,,,0.48,,,,,,,,7.53,,0.43,,,,,,,,,5.92,,,,,,0.06,
131,Ampang Intake,19/9/2021,,,,,,,,1.64,,,,,,,,12.5,,1.5,,,,,,,,,9.11,,,,,,0.26,,,,,,,,,2.06,,,,,,,,18.43,,2.12,,,,,,,,,14.23,,,,,,0.39,,,,,,,,,1.1,,,,,,,,7.9,,0.5,,,,,,,,,6.81,,,,,,0.07,
132,Ampang Intake,2/1/2021,,,,,,,,0.0,,,,,,,,14.4,,1.6,,,,,,,,,10.45,,,,,,0.27,,,,,,,,,0.0,,,,,,,,26.6,,2.3,,,,,,,,,19.2,,,,,,0.4,,,,,,,,,0.0,,,,,,,,7.91,,0.5,,,,,,,,,5.12,,,,,,0.12,
133,Ampang Intake,2/10/2021,,,,,,,,1.36,,,,,,,,7.52,,1.48,,,,,,,,,6.62,,,,,,0.26,,,,,,,,,1.46,,,,,,,,8.05,,2.05,,,,,,,,,7.09,,,,,,0.38,,,,,,,,,1.28,,,,,,,,7.11,,0.72,,,,,,,,,6.26,,,,,,0.17,
134,Ampang Intake,2/11/2021,,,,,,,,1.69,,,,,,,,9.12,,1.37,,,,,,,,,7.23,,,,,,0.26,,,,,,,,,2.03,,,,,,,,10.4,,1.84,,,,,,,,,8.23,,,,,,0.37,,,,,,,,,1.37,,,,,,,,7.77,,0.6,,,,,,,,,6.65,,,,,,0.14,
135,Ampang Intake,2/12/2021,,,,,,,,1.64,,,,,,,,11.75,,1.48,,,,,,,,,8.8,,,,,,0.27,,,,,,,,,1.78,,,,,,,,16.56,,1.89,,,,,,,,,9.59,,,,,,0.33,,,,,,,,,1.31,,,,,,,,9.41,,0.55,,,,,,,,,7.39,,,,,,0.13,
136,Ampang Intake,2/2/2021,,,,,,,,0.0,,,,,,,,9.49,,1.43,,,,,,,,,7.5,,,,,,0.22,,,,,,,,,0.0,,,,,,,,12.3,,2.3,,,,,,,,,9.46,,,,,,0.34,,,,,,,,,0.0,,,,,,,,6.64,,0.4,,,,,,,,,5.46,,,,,,0.06,
137,Ampang Intake,2/3/2021,,,,,,,,2.27,,,,,,,,9.32,,1.75,,,,,,,,,8.97,,,,,,0.26,,,,,,,,,2.99,,,,,,,,11.3,,2.4,,,,,,,,,9.89,,,,,,0.35,,,,,,,,,0.89,,,,,,,,5.61,,0.3,,,,,,,,,5.2,,,,,,0.05,
138,Ampang Intake,2/4/2021,,,,,,,,2.24,,,,,,,,9.85,,1.78,,,,,,,,,8.02,,,,,,0.27,,,,,,,,,2.91,,,,,,,,13.4,,2.3,,,,,,,,,9.64,,,,,,0.35,,,,,,,,,1.0,,,,,,,,6.22,,0.5,,,,,,,,,4.89,,,,,,0.08,
139,Ampang Intake,2/5/2021,,,,,,,,2.46,,,,,,,,8.66,,1.77,,,,,,,,,8.66,,,,,,0.29,,,,,,,,,3.06,,,,,,,,9.5,,2.2,,,,,,,,,9.45,,,,,,0.37,,,,,,,,,1.3,,,,,,,,7.0,,0.9,,,,,,,,,6.96,,,,,,0.11,
