,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
6038,Semenyih 2 ,25/11/2021,0.0,,,,0.0,,,,0.0,9.47,,,,,0.0,,,,0.0,3.85,1.13,59.17,,,,,,,,,,,0.44,,0.0,,,,0.0,,,,0.0,14.4,,,,,0.0,,,,0.0,4.3,1.2,71.0,,,,,,,,,,,0.85,,0.0,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,3.6,1.1,44.0,,,,,,,,,,,0.17,
6039,Semenyih 2 ,25/12/2021,0.0,,,,0.0,,,,0.0,12.85,,,,,0.0,,,,0.0,4.34,1.14,30.5,,,,,,,,,,,0.49,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,7.2,1.2,40.0,,,,,,,,,,,1.05,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,2.3,1.1,18.0,,,,,,,,,,,0.21,
6040,Semenyih 2 ,25/2/2021,,,,,0.0,,,,0.0,3.97,,,,,0.0,,,,3.2,1.83,1.12,45.83,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,2.0,1.2,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,3.2,1.8,1.1,45.0,,,,,,,,,,,0.45,
6041,Semenyih 2 ,25/3/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,3.2,3.52,1.14,41.0,,,,,,,,,,,0.39,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,4.1,1.2,41.0,,,,,,,,,,,0.42,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,2.9,1.1,41.0,,,,,,,,,,,0.33,
6042,Semenyih 2 ,25/4/2021,,,,,0.0,,,,0.0,4.03,,,,,0.0,,,,0.0,6.4,1.13,49.83,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,8.0,1.2,50.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,0.0,5.2,1.1,48.0,,,,,,,,,,,0.41,
6043,Semenyih 2 ,25/5/2021,,,,,0.0,,,,0.0,3.81,,,,,0.0,,,,0.0,4.43,1.13,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.8,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.0,1.1,46.0,,,,,,,,,,,0.41,
6044,Semenyih 2 ,25/6/2021,,,,,0.0,,,,0.0,3.13,,,,,0.0,,,,0.0,5.94,1.13,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.8,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.4,1.1,46.0,,,,,,,,,,,0.45,
6045,Semenyih 2 ,25/7/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,4.98,1.14,45.83,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.0,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.2,1.1,45.0,,,,,,,,,,,0.45,
6046,Semenyih 2 ,25/8/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,6.15,1.15,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.4,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.7,1.1,46.0,,,,,,,,,,,0.42,
6047,Semenyih 2 ,25/9/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,5.5,1.14,50.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.0,1.2,50.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.2,1.1,50.0,,,,,,,,,,,0.45,
6048,Semenyih 2 ,26/1/2021,,,,,0.0,,,,0.0,4.84,,,,,0.0,,,,3.2,1.98,1.13,33.5,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,5.36,,,,,0.0,,,,3.2,3.2,1.2,34.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.66,,,,,0.0,,,,3.2,1.6,1.1,32.0,,,,,,,,,,,0.45,
6049,Semenyih 2 ,26/10/2021,0.95,,,,0.0,,,,0.0,4.81,,,,,0.0,,,,0.0,4.93,1.15,47.5,,,,,,,,,,,0.38,,1.0,,,,0.0,,,,0.0,5.21,,,,,0.0,,,,0.0,5.2,1.2,48.0,,,,,,,,,,,0.45,,0.9,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.4,1.1,47.0,,,,,,,,,,,0.21,
6050,Semenyih 2 ,26/11/2021,0.0,,,,0.0,,,,0.0,8.04,,,,,0.0,,,,0.0,3.93,1.13,54.17,,,,,,,,,,,0.47,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,5.2,1.2,66.0,,,,,,,,,,,0.73,,0.0,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,3.2,1.1,41.0,,,,,,,,,,,0.2,
6051,Semenyih 2 ,26/12/2021,0.0,,,,0.0,,,,0.0,13.47,,,,,0.0,,,,0.0,4.01,1.15,30.67,,,,,,,,,,,0.4,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,4.1,1.2,39.0,,,,,,,,,,,0.87,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,3.6,1.1,19.0,,,,,,,,,,,0.21,
6052,Semenyih 2 ,26/2/2021,,,,,0.0,,,,0.0,3.14,,,,,0.0,,,,3.2,2.01,1.13,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.44,,,,,0.0,,,,3.2,2.3,1.2,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,1.1,1.1,47.0,,,,,,,,,,,0.4,
6053,Semenyih 2 ,26/3/2021,,,,,0.0,,,,0.0,3.1,,,,,0.0,,,,3.2,4.13,1.13,41.0,,,,,,,,,,,0.37,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,5.6,1.2,41.0,,,,,,,,,,,0.48,,,,,,0.0,,,,0.0,2.19,,,,,0.0,,,,3.2,3.2,1.1,41.0,,,,,,,,,,,0.33,
6054,Semenyih 2 ,26/4/2021,,,,,0.0,,,,0.0,4.08,,,,,0.0,,,,0.0,5.74,1.13,52.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.8,1.2,52.0,,,,,,,,,,,0.52,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,0.0,5.2,1.1,52.0,,,,,,,,,,,0.35,
6055,Semenyih 2 ,26/5/2021,,,,,0.0,,,,0.0,4.03,,,,,0.0,,,,0.0,4.55,1.13,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.8,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,0.0,4.3,1.1,46.0,,,,,,,,,,,0.45,
6056,Semenyih 2 ,26/6/2021,,,,,0.0,,,,0.0,3.01,,,,,0.0,,,,0.0,5.85,1.1,46.0,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.4,1.2,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.2,,,,,0.0,,,,0.0,5.4,1.0,45.0,,,,,,,,,,,0.41,
6057,Semenyih 2 ,26/7/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,5.08,1.15,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.7,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.6,1.1,46.0,,,,,,,,,,,0.41,
6058,Semenyih 2 ,26/8/2021,,,,,0.0,,,,0.0,3.24,,,,,0.0,,,,0.0,6.5,1.13,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.8,1.2,46.0,,,,,,,,,,,0.48,,,,,,0.0,,,,0.0,2.2,,,,,0.0,,,,0.0,6.3,1.0,46.0,,,,,,,,,,,0.44,
6059,Semenyih 2 ,26/9/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,5.15,1.15,50.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.2,1.2,50.0,,,,,,,,,,,0.49,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.0,1.1,50.0,,,,,,,,,,,0.44,
6060,Semenyih 2 ,27/1/2021,,,,,0.0,,,,0.0,5.14,,,,,0.0,,,,3.15,1.96,1.18,35.5,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,6.18,,,,,0.0,,,,3.2,2.3,1.4,40.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,2.8,1.6,1.0,32.0,,,,,,,,,,,0.4,
6061,Semenyih 2 ,27/10/2021,1.0,,,,0.0,,,,0.0,4.81,,,,,0.0,,,,0.0,5.33,1.15,53.83,,,,,,,,,,,0.37,,1.0,,,,0.0,,,,0.0,5.21,,,,,0.0,,,,0.0,6.0,1.2,104.0,,,,,,,,,,,0.87,,1.0,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.2,1.1,40.0,,,,,,,,,,,0.13,
6062,Semenyih 2 ,27/11/2021,0.0,,,,0.0,,,,0.0,10.28,,,,,0.0,,,,0.0,4.2,1.13,51.08,,,,,,,,,,,0.33,,0.0,,,,0.0,,,,0.0,15.52,,,,,0.0,,,,0.0,5.6,1.2,60.0,,,,,,,,,,,0.46,,0.0,,,,0.0,,,,0.0,6.8,,,,,0.0,,,,0.0,3.8,1.1,41.0,,,,,,,,,,,0.22,
6063,Semenyih 2 ,27/12/2021,0.0,,,,0.0,,,,0.0,12.76,,,,,0.0,,,,0.0,3.93,1.14,32.0,,,,,,,,,,,0.29,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,4.3,1.2,39.0,,,,,,,,,,,0.56,,0.0,,,,0.0,,,,0.0,9.4,,,,,0.0,,,,0.0,2.3,1.1,22.0,,,,,,,,,,,0.15,
6064,Semenyih 2 ,27/2/2021,,,,,0.0,,,,0.0,3.13,,,,,0.0,,,,3.2,1.67,1.2,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,2.0,2.0,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,1.6,1.1,47.0,,,,,,,,,,,0.45,
6065,Semenyih 2 ,27/3/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,3.2,3.91,1.14,41.0,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,4.4,1.2,41.0,,,,,,,,,,,0.51,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,3.2,1.1,41.0,,,,,,,,,,,0.35,
6066,Semenyih 2 ,27/4/2021,,,,,0.0,,,,0.0,4.08,,,,,0.0,,,,0.0,5.45,1.14,52.0,,,,,,,,,,,0.42,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.0,1.2,52.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,3.85,,,,,0.0,,,,0.0,5.2,1.1,52.0,,,,,,,,,,,0.4,
6067,Semenyih 2 ,27/5/2021,,,,,0.0,,,,0.0,3.81,,,,,0.0,,,,0.0,4.25,1.13,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.5,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.9,1.1,46.0,,,,,,,,,,,0.41,
6068,Semenyih 2 ,27/6/2021,,,,,0.0,,,,0.0,3.41,,,,,0.0,,,,0.0,5.73,1.15,46.25,,,,,,,,,,,0.42,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.0,1.2,47.0,,,,,,,,,,,0.48,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.4,1.1,46.0,,,,,,,,,,,0.4,
6069,Semenyih 2 ,27/7/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,5.16,1.15,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.4,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.2,1.1,46.0,,,,,,,,,,,0.45,
6070,Semenyih 2 ,27/8/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,6.11,1.14,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.5,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.6,1.1,46.0,,,,,,,,,,,0.42,
6071,Semenyih 2 ,27/9/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,4.9,1.14,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.0,1.2,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.8,1.1,51.0,,,,,,,,,,,0.45,
6072,Semenyih 2 ,28/1/2021,,,,,0.0,,,,0.0,5.16,,,,,0.0,,,,3.2,1.96,1.19,33.67,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,6.18,,,,,0.0,,,,3.2,2.3,1.4,34.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.66,,,,,0.0,,,,3.2,1.8,1.1,32.0,,,,,,,,,,,0.45,
6073,Semenyih 2 ,28/10/2021,0.96,,,,0.0,,,,0.0,4.87,,,,,0.0,,,,0.0,5.2,1.14,53.75,,,,,,,,,,,0.45,,1.0,,,,0.0,,,,0.0,5.21,,,,,0.0,,,,0.0,5.2,1.2,78.0,,,,,,,,,,,1.04,,0.9,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.2,1.1,40.0,,,,,,,,,,,0.24,
6074,Semenyih 2 ,28/11/2021,0.0,,,,0.0,,,,0.0,10.5,,,,,0.0,,,,0.0,4.69,1.14,42.5,,,,,,,,,,,0.38,,0.0,,,,0.0,,,,0.0,13.88,,,,,0.0,,,,0.0,5.6,1.2,49.0,,,,,,,,,,,0.59,,0.0,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,3.8,1.1,35.0,,,,,,,,,,,0.25,
6075,Semenyih 2 ,28/12/2021,0.0,,,,0.0,,,,0.0,12.23,,,,,0.0,,,,0.0,4.06,1.13,31.67,,,,,,,,,,,0.28,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,6.8,1.2,46.0,,,,,,,,,,,0.46,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,2.3,1.1,20.0,,,,,,,,,,,0.18,
6076,Semenyih 2 ,28/2/2021,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,5.6,1.8,1.1,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,32.0,2.0,1.1,47.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,1.6,1.1,47.0,,,,,,,,,,,0.45,
6077,Semenyih 2 ,28/3/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,3.2,3.33,1.14,41.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,4.4,1.2,41.0,,,,,,,,,,,0.51,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,2.8,1.1,41.0,,,,,,,,,,,0.4,
6078,Semenyih 2 ,28/4/2021,,,,,0.0,,,,0.0,3.81,,,,,0.0,,,,0.0,5.18,1.13,52.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.6,1.2,52.0,,,,,,,,,,,0.47,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.8,1.1,52.0,,,,,,,,,,,0.4,
6079,Semenyih 2 ,28/5/2021,,,,,0.0,,,,0.0,3.31,,,,,0.0,,,,0.0,4.39,1.13,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.8,1.2,46.0,,,,,,,,,,,0.51,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.9,1.1,46.0,,,,,,,,,,,0.35,
6080,Semenyih 2 ,28/6/2021,,,,,0.0,,,,0.0,3.41,,,,,0.0,,,,0.0,6.43,1.15,48.5,,,,,,,,,,,0.41,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,9.7,1.2,52.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.2,1.1,46.0,,,,,,,,,,,0.35,
6081,Semenyih 2 ,28/7/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,5.08,1.15,46.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.7,1.2,46.0,,,,,,,,,,,0.49,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.1,1.1,46.0,,,,,,,,,,,0.45,
6082,Semenyih 2 ,28/8/2021,,,,,0.0,,,,0.0,3.13,,,,,0.0,,,,0.0,5.73,1.13,46.0,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.0,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.6,1.1,46.0,,,,,,,,,,,0.42,
6083,Semenyih 2 ,28/9/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,4.7,1.14,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.8,1.2,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.4,1.1,51.0,,,,,,,,,,,0.45,
6084,Semenyih 2 ,29/1/2021,,,,,0.0,,,,0.0,5.22,,,,,0.0,,,,3.2,1.96,1.2,33.25,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,6.18,,,,,0.0,,,,3.2,2.3,1.4,34.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.66,,,,,0.0,,,,3.2,1.6,1.1,31.0,,,,,,,,,,,0.45,
6085,Semenyih 2 ,29/10/2021,0.97,,,,0.0,,,,0.0,6.54,,,,,0.0,,,,0.0,5.64,1.13,43.83,,,,,,,,,,,0.5,,1.0,,,,0.0,,,,0.0,9.2,,,,,0.0,,,,0.0,6.3,1.2,56.0,,,,,,,,,,,0.69,,0.9,,,,0.0,,,,0.0,5.21,,,,,0.0,,,,0.0,5.2,1.1,11.0,,,,,,,,,,,0.11,
6086,Semenyih 2 ,29/11/2021,0.0,,,,0.0,,,,0.0,12.23,,,,,0.0,,,,0.0,6.49,1.13,63.75,,,,,,,,,,,0.64,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,10.0,1.2,118.0,,,,,,,,,,,1.79,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,4.5,1.1,43.0,,,,,,,,,,,0.21,
6087,Semenyih 2 ,29/12/2021,0.0,,,,0.0,,,,0.0,10.36,,,,,0.0,,,,0.0,3.94,1.11,35.33,,,,,,,,,,,0.28,,0.0,,,,0.0,,,,0.0,17.2,,,,,0.0,,,,0.0,4.3,1.2,42.0,,,,,,,,,,,0.38,,0.0,,,,0.0,,,,0.0,9.74,,,,,0.0,,,,0.0,2.3,1.1,22.0,,,,,,,,,,,0.16,
6088,Semenyih 2 ,29/3/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,3.2,4.89,1.14,41.0,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,3.2,8.0,1.2,41.0,,,,,,,,,,,0.51,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,3.2,1.1,41.0,,,,,,,,,,,0.35,
6089,Semenyih 2 ,29/4/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,4.96,1.14,52.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.2,1.2,52.0,,,,,,,,,,,0.47,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.5,1.1,52.0,,,,,,,,,,,0.43,
6090,Semenyih 2 ,29/5/2021,,,,,0.0,,,,0.0,2.91,,,,,0.0,,,,0.0,4.23,1.13,46.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,4.8,1.2,46.0,,,,,,,,,,,0.51,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.6,1.1,46.0,,,,,,,,,,,0.43,
6091,Semenyih 2 ,29/6/2021,,,,,0.0,,,,0.0,3.36,,,,,0.0,,,,0.0,5.39,1.13,48.17,,,,,,,,,,,0.43,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.8,1.2,52.0,,,,,,,,,,,0.47,,,,,,0.0,,,,0.0,2.2,,,,,0.0,,,,0.0,4.8,1.0,46.0,,,,,,,,,,,0.35,
6092,Semenyih 2 ,29/7/2021,,,,,0.0,,,,0.0,3.29,,,,,0.0,,,,0.0,4.94,1.15,46.0,,,,,,,,,,,0.44,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.6,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,3.6,1.1,46.0,,,,,,,,,,,0.41,
6093,Semenyih 2 ,29/8/2021,,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,6.12,1.15,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,6.8,1.2,46.0,,,,,,,,,,,0.45,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.7,1.1,46.0,,,,,,,,,,,0.42,
6094,Semenyih 2 ,29/9/2021,,,,,0.0,,,,0.0,3.97,,,,,0.0,,,,0.0,4.92,1.17,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,5.21,,,,,0.0,,,,0.0,5.2,1.2,51.0,,,,,,,,,,,0.46,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,4.8,1.1,51.0,,,,,,,,,,,0.45,
6095,Semenyih 2 ,3/1/2021,,,,,0.0,,,,0.0,4.34,,,,,0.0,,,,3.2,1.75,1.16,38.33,,,,,,,,,,,0.47,,,,,,0.0,,,,0.0,5.84,,,,,0.0,,,,3.2,2.0,1.2,42.0,,,,,,,,,,,0.57,,,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,3.2,1.6,1.1,32.0,,,,,,,,,,,0.45,
6096,Semenyih 2 ,3/10/2021,0.95,,,,0.0,,,,0.0,3.45,,,,,0.0,,,,0.0,5.2,1.15,40.75,,,,,,,,,,,0.43,,1.0,,,,0.0,,,,0.0,4.4,,,,,0.0,,,,0.0,5.2,1.2,42.0,,,,,,,,,,,0.45,,0.9,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,5.2,1.1,39.0,,,,,,,,,,,0.42,
6097,Semenyih 2 ,3/11/2021,0.0,,,,0.0,,,,0.0,9.86,,,,,0.0,,,,0.0,4.96,2.05,49.33,,,,,,,,,,,0.33,,0.0,,,,0.0,,,,0.0,14.72,,,,,0.0,,,,0.0,14.8,4.0,62.0,,,,,,,,,,,0.58,,0.0,,,,0.0,,,,0.0,2.49,,,,,0.0,,,,0.0,2.0,1.1,36.0,,,,,,,,,,,0.17,
